#ID	Name	SMILES
3hhexACP	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	*OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCC
5apru	5-Amino-6-(5'-phosphoribosylamino)uracil	Nc1c(N[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[nH]c(=O)[nH]c1=O
3hmrsACP	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	*SC(=O)C[C@H](O)CCCCCCCCCCC
3hocoa	(S)-3-Hydroxyoctanoyl-CoA	CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
5caiz	5-phosphoribosyl-5-carboxyaminoimidazole	O=C([O-])Nc1cncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
3hoctACP	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	*OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCCCC
5dglcn	5-Dehydro-D-gluconate	O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
2agpg140	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	CCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H](O)CO
aacoa	Acetoacetyl-CoA	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
5dh4dglc	5-Dehydro-4-deoxy-D-glucarate	O=C([O-])C(=O)C[C@H](O)[C@@H](O)C(=O)[O-]
5drib	5'-deoxyribose	C[C@H]1O[C@@H](O)C(O)[C@@H]1O
2agpg141	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	CCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(O)CO
2agpg160	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H](O)CO
aact	Aminoacetone	CC(=O)C[NH3+]
5mdr1p	5-Methylthio-5-deoxy-D-ribose 1-phosphate	CSC[C@H]1O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]1O
5mdru1p	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	CSC[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]
acACP	Acetyl-ACP	*SC(C)=O
5mta	5-Methylthioadenosine	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
ac	Acetate	CC(=O)[O-]
5mthf	5-Methyltetrahydrofolate	CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
5mtr	5-Methylthio-D-ribose	CSC[C@H]1OC(O)[C@H](O)[C@@H]1O
5prdmbz	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	Cc1cc2ncn([C@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2cc1C
6hmhpt	6-hydroxymethyl dihydropterin	Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
acac	Acetoacetate	CC(=O)CC(=O)[O-]
6hmhptpp	6-hydroxymethyl-dihydropterin pyrophosphate	Nc1nc2c(c(=O)[nH]1)N=C(COP(=O)([O-])OP(=O)([O-])[O-])CN2
alac__S	(S)-2-Acetolactate	CC(=O)[C@](C)(O)C(=O)[O-]
alatrna	L-Alanyl-tRNA(Ala)	*CC1OC(n2cnc3c(N)ncnc32)C(OC(=O)C(C)[NH3+])C1O
6pgc	6-Phospho-D-gluconate	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
6pgl	6-phospho-D-glucono-1,5-lactone	O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O
all6p	D-Allose 6-phosphate	O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
acald	Acetaldehyde	CC=O
all__D	D-Allose	O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
8aonn	8-Amino-7-oxononanoate	C[C@H]([NH3+])C(=O)CCCCCC(=O)[O-]
ACP	Acyl carrier protein	[H]*([H])([H])[SH2+]
LalaDgluMdapDala	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	CC([NH3+])C(=O)NC(CCCC(NC(=O)CCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-]
acanth	N-Acetylanthranilate	CC(=O)Nc1ccccc1C(=O)[O-]
alltn	Allantoin	NC(=O)NC1NC(=O)NC1=O
accoa	Acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
acetol	Acetol cytosol	CC(=O)CO
LalaDgluMdap	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	C[C@H](N)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O)C(=O)O
acg5p	N-Acetyl-L-glutamyl 5-phosphate	CC(=O)N[C@@H](CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
alltt	Allantoate	NC(=O)NC(NC(N)=O)C(=O)[O-]
allul6p	Allulose 6-phosphate	O=C(CO)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
acg5sa	N-Acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)[O-]
alpp	Applipoprotein	*SCC(N)C(*)=O
LalaDglu	L-alanine-D-glutamate	C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-]
acgal1p	N-Acetyl-D-galactosamine 1-phosphate	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@H](O)[C@@H]1O
LalaLglu	L-alanine-L-glutamate	C[C@H]([NH3+])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
N1aspmd	N1-Acetylspermidine	CC(=O)NCCC[NH2+]CCCC[NH3+]
altrn	D-Altronate	O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO
amet	S-Adenosyl-L-methionine	C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Nmtrp	N-Methyltryptophan	CNC(Cc1c[nH]c2ccccc12)C(=O)O
acgal	N-Acetyl-D-galactosamine	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
Sfglutth	S-Formylglutathione	[NH3+][C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)[O-])C(=O)[O-]
ametam	S-Adenosylmethioninamine	C[S+](CCC[NH3+])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
amob	S-Adenosyl-4-methylthio-2-oxobutanoate	C[S](CCC(=O)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
aacald	Aminoacetaldehyde	[NH3+]CC=O
amp	AMP C10H12N5O7P	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
acgam1p	N-Acetyl-D-glucosamine 1-phosphate	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1O
anhgm3p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	CC(=O)NC1=COC(CO)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)[O-]
ca2	Calcium	[Ca+2]
acgam6p	N-Acetyl-D-glucosamine 6-phosphate	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O[C@H]1O
acgam	N-Acetyl-D-glucosamine	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
anhgm4p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide	CC(=O)NC1=COC(CO)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)[O-]
camp	CAMP C10H11N5O6P	Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1O
anhgm	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	CC(=O)NC1=COC(CO)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1OC(C)C(=O)[O-]
cbasp	N-Carbamoyl-L-aspartate	NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
cbi	Cobinamide	CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@H]([C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)O)[C@]5(C)[N+](=C1[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[Co-3]364)[C@@H](CCC(N)=O)C2(C)C
acglc__D	6-Acetyl-D-glucose	CC(=O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
acglu	N-Acetyl-L-glutamate	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
acmalt	Acetyl-maltose	CC(=O)OC1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
cbl1	Cob(I)alamin	CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5CO)[n+]5cn(c8cc(C)c(C)cc85)[Co-4]364[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C
anhm3p	1,6-anhydrous-N-Acetylmuramyl-tripeptide	CC(=O)NC1=COC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)[O-]
anhm4p	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide	CC(=O)NC1=COC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)[O-]
acmana	N-Acetyl-D-mannosamine	CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
anhm	1,6-anhydrous-N-Acetylmuramate	CC(=O)NC1=COC(CO)C(O)C1OC(C)C(=O)[O-]
cbp	Carbamoyl phosphate	NC(=O)OP(=O)([O-])[O-]
anth	Anthranilate	Nc1ccccc1C(=O)[O-]
cd2	Cadmium	[Cd+2]
ap4a	P1,P4-Bis(5'-adenosyl) tetraphosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
acmanap	N-Acetyl-D-mannosamine 6-phosphate	CC(=O)N[C@@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
cddec5eACP	Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	*OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCC=CCCCCCC
acmum6p	N-acetylmuramate 6-phosphate	CC(=O)NC1C(O)OC(COP(=O)([O-])O)C(O)C1OC(C)C(=O)[O-]
cdec3eACP	Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)	*OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CC=CCCCCCC
ap5a	P1,P5-Bis(5'-adenosyl) pentaphosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
acmum	N-Acetylmuramate	CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)O
apg120	Acyl phosphatidylglycerol (n-C12:0)	CCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
cdp	CDP C9H12N3O11P2	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
cdpdddecg	CDP-1,2-didodecanoylglycerol	CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCC
cdpdhdec9eg	CDP-1,2-dihexadec-9-enoylglycerol	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCC
apg140	Acyl phosphatidylglycerol (n-C14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC
acnam	N-Acetylneuraminate	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)[O-])C[C@@H]1O
apg141	Acyl phosphatidylglycerol (n-C14:1)	CCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCC=CCCCCCC)OC(=O)CCCCCC=CCCCCCC
cdpdhdecg	CDP-1,2-dihexadecanoylglycerol	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCC
cdpdodec11eg	CDP-1,2-dioctadec-11-enoylglycerol	CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCC=CCCCCCC
apg160	Acyl phosphatidylglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
apg161	Acyl phosphatidylglycerol (n-C16:1)	CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC
cdpdodecg	CDP-1,2-dioctadecanoylglycerol	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC
acolipa	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)([O-])O)C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(COC7OC(C(O)CO)C(O)C(O)C7O)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)([O-])OC1OCC([NH3+])C(O)C1O
cdpdtdec7eg	CDP-1,2-ditetradec-7-enoylglycerol	CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCC=CCCCCCC
apg180	Acyl phosphatidylglycerol (n-C18:0)	CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
apg181	Acyl phosphatidylglycerol (n-C18:1)	CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC
cdpdtdecg	CDP-1,2-ditetradecanoylglycerol	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCC
acon_C	Cis-Aconitate	O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]
cechddd	Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol	O=C([O-])CCC1=CC=CC(O)C1O
acon_T	Trans-Aconitate	O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-]
aps	Adenosine 5'-phosphosulfate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O
cenchddd	Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol	O=C([O-])C=CC1=CC=CC(O)C1O
aconm	E-3-carboxy-2-pentenedioate 6-methyl ester	COC(=O)C(=CC(=O)[O-])CC(=O)[O-]
cgly	Cys Gly C5H10N2O3S	[NH3+][C@@H](CS)C(=O)NCC(=O)[O-]
ara5p	D-Arabinose 5-phosphate	O=C[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
acorn	N2-Acetyl-L-ornithine	CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-]
arab__L	L-Arabinose	O=C[C@H](O)[C@@H](O)[C@@H](O)CO
acser	O-Acetyl-L-serine	CC(=O)OC[C@H]([NH3+])C(=O)[O-]
chol	Choline C5H14NO	C[N+](C)(C)CCO
aragund	O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)OC(CO)C(O)C1OC1OC(C)C(O)C(O)C1OC(C)=O
actACP	Acetoacetyl-ACP	*SC(=O)CC(C)=O
arbt6p	Arbutin 6-phosphate	O=P([O-])([O-])OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
chor	Chorismate	C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-]
actp	Acetyl phosphate	CC(=O)OP(=O)([O-])[O-]
cinnm	Trans-Cinnamate	O=C([O-])C=Cc1ccccc1
arbtn_fe3	Aerobactin	CC(=O)N(O)CCCCC(NC(=O)CC(O)(CC(=O)NC(CCCCN(O)C(C)=O)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Fe+2]
ade	Adenine	Nc1ncnc2[nH]cnc12
cit	Citrate	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
arbtn	Aerobactin minus Fe3	CC(=O)N(O)CCCC[C@H](NC(=O)CC(O)(CC(=O)N[C@@H](CCCCN(O)C(C)=O)C(=O)[O-])C(=O)[O-])C(=O)[O-]
adn	Adenosine	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
citr__L	L-Citrulline	NC(=O)NCCC[C@H]([NH3+])C(=O)[O-]
arg__L	L-Arginine	NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]
ckdo	CMP-3-deoxy-D-manno-octulosonate	Nc1ccn(C2OC(COP(=O)([O-])OC3(C(=O)[O-])CC(O)C(O)C(C(O)CO)O3)C(O)C2O)c(=O)n1
cl	Chloride	[Cl-]
adocbi	Adenosyl cobinamide	CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
adocbip	Adenosyl cobinamide phosphate	CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])[O-])[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
clpn120	Cardiolipin (tetradodecanoyl, n-C12:0)	CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
argsuc	N(omega)-(L-Arginino)succinate	N/C(=N\CCC[C@H](N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O
adocbl	Adenosylcobalamin	CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325(C[C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
argtrna	L-Arginyl-tRNA(Arg)	*CC1OC(n2cnc3c(N)ncnc32)C(OC(=O)C([NH3+])CCCNC(N)=[NH2+])C1O
clpn140	Cardiolipin (tetratetradecanoyl, n-C14:0)	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC
clpn141	Cardiolipin (tetratetradec-7-enoyl, n-C14:1)	CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCC=CCCCCCC)OC(=O)CCCCCC=CCCCCCC)OC(=O)CCCCCC=CCCCCCC
ascb6p	L-ascorbate-6-phosphate	O=C1OC(C(O)COP(=O)([O-])O)C([O-])=C1O
ascb__L	L-Ascorbate	O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
clpn160	Cardiolipin (tetrahexadecanoyl, n-C16:0)	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
adp	ADP C10H12N5O10P2	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
clpn161	Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC
asn__L	L-Asparagine	NC(=O)C[C@H]([NH3+])C(=O)[O-]
clpn180	Cardiolipin (tetraoctadecanoyl, n-C18:0)	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
clpn181	Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC
adpglc	ADPglucose C16H23N5O15P2	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
cmp	CMP C9H12N3O8P	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
asntrna	L-Asparaginyl-tRNA(Asn)	*CC1OC(n2cnc3c(N)ncnc32)C(OC(=O)C([NH3+])CC(N)=O)C1O
adphep_DD	ADP-D-glycero-D-manno-heptose	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
aso3	Arsenite	O[As](O)O
adphep_LD	ADP-L-glycero-D-manno-heptose	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
co2	CO2 CO2	O=C=O
adprib	ADPribose C15H21N5O14P2	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
ag	Silver	[Ag+]
aso4	Arsenate	O=[As]([O-])([O-])O
coa	Coenzyme A	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
asp__L	L-Aspartate	[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]
