reactants,products,reactionString,ruleName,thermo,reactantStoich,productStoich,reactionType,numReactantMolecules,numProductMolecules,rxn_str,feasibilityScore_rule1,feasibilityLabel_rule1
CCC(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)nc(C)nn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O,CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.Cc1nc(N)c2ccc([C@]3(C#N)O[C@H](CO)[C@@H](O)[C@H]3O)n2n1,CCC(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)nc(C)nn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O >> CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.Cc1nc(N)c2ccc([C@]3(C#N)O[C@H](CO)[C@@H](O)[C@H]3O)n2n1,rule0768_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)nc(C)nn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O>>CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.Cc1nc(N)c2ccc([C@]3(C#N)O[C@H](CO)[C@@H](O)[C@H]3O)n2n1,0.78584576,1
CCC(CC)COC(=O)CCN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O,CCC(CC)COC(=O)CCN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)COC(=O)CCN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O >> CCC(CC)COC(=O)CCN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,rule0768_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)CCN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O>>CCC(CC)COC(=O)CCN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,0.78531003,1
CCC(CC)(COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O,CCC1(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC1=O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)(COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O >> CCC1(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC1=O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,rule0549_1,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,CCC(CC)(COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O>>CCC1(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC1=O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,0.7848188,1
CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OC(C)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O.O=P(O)(O)O,CC(O)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O.CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OC(C)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O.O=P(O)(O)O >> CC(O)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O.CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,rule0768_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OC(C)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O.O=P(O)(O)O>>CC(O)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O.CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,0.77063537,1
CCC(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@@H]2[C@@H]1O)Oc1ccccc1,CCC(CC)COC1O[P@](=O)(Oc2ccccc2)N[C@H]1C.N#C[C@@]12O[C@H](CO)[C@@H](O)[C@H]1Oc1cc3c(N)ncnn3c12,CCC(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@@H]2[C@@H]1O)Oc1ccccc1 >> CCC(CC)COC1O[P@](=O)(Oc2ccccc2)N[C@H]1C.N#C[C@@]12O[C@H](CO)[C@@H](O)[C@H]1Oc1cc3c(N)ncnn3c12,rule0549_1,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,CCC(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@@H]2[C@@H]1O)Oc1ccccc1>>CCC(CC)COC1O[P@](=O)(Oc2ccccc2)N[C@H]1C.N#C[C@@]12O[C@H](CO)[C@@H](O)[C@H]1Oc1cc3c(N)ncnn3c12,0.76825416,1
CCC(CC)COC(=O)CN[P@](=O)(OC[C@]1(C)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O,CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.C[C@@]1(CO)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,CCC(CC)COC(=O)CN[P@](=O)(OC[C@]1(C)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O >> CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.C[C@@]1(CO)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,rule0768_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)CN[P@](=O)(OC[C@]1(C)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O>>CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.C[C@@]1(CO)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,0.7650963,1
CCCCOC(=O)[C@H](CCC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCCCOC(=O)[C@H](CCC)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCCCOC(=O)[C@H](CCC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCCCOC(=O)[C@H](CCC)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4,CCCCOC(=O)[C@H](CCC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CCCCOC(=O)[C@H](CCC)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.76357204,1
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(CC)C(C)OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O >> CCC(CC)C(C)OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,rule0043_12,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>CCC(CC)C(C)OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.762554,1
CCC(C)(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC(C)(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(C)(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC(C)(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4,CCC(C)(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CCC(C)(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.76094085,1
CCC(CC)C(OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O,CCC(CC)C1OC(=O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC1=O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)C(OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O >> CCC(CC)C1OC(=O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC1=O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,rule0549_1,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,CCC(CC)C(OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O>>CCC(CC)C1OC(=O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC1=O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,0.7578493,1
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.Cc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O >> CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.Cc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,rule0125_5,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O>>CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.Cc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,0.75633246,1
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.Cc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O >> CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.Cc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,rule0007_203,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O>>CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.Cc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,0.75633246,1
CCC(CC)COC(O)[C@](C)(O)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,CCC(CC)COC(O)[C@@]1(C)N[P@@](=O)(Oc2ccccc2)O1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)COC(O)[C@](C)(O)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1 >> CCC(CC)COC(O)[C@@]1(C)N[P@@](=O)(Oc2ccccc2)O1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,rule0549_1,No_Thermo,"(1,)","(1, 1)",Enzymatic,1,2,CCC(CC)COC(O)[C@](C)(O)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1>>CCC(CC)COC(O)[C@@]1(C)N[P@@](=O)(Oc2ccccc2)O1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,0.75216454,1
CCC(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O,CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,CCC(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O >> CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,rule0768_2,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCC(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.O=P(O)(O)O>>CCC(CC)COC(=O)CN[P@@](=O)(Oc1ccccc1)OP(=O)(O)O.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,0.7502364,1
CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1,CC(C)=CCc1ccccc1O.O=P(O)(O)OP(=O)(O)O,CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1 >> CC(C)=CCc1ccccc1O.O=P(O)(O)OP(=O)(O)O,rule0110_5,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CC(C)=CCOP(=O)(O)OP(=O)(O)O.Oc1ccccc1>>CC(C)=CCc1ccccc1O.O=P(O)(O)OP(=O)(O)O,0.7494096,1
CCC(C)COC(=O)[C@H](CC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCC(C)COC(=O)[C@H](CC)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC(C)COC(=O)[C@H](CC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O >> CCC(C)COC(=O)[C@H](CC)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,rule0491_2,No_Thermo,"(1, 1, 1)","(1, 1, 1, 1)",Enzymatic,3,4,CCC(C)COC(=O)[C@H](CC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CCC(C)COC(=O)[C@H](CC)N[P@](=O)(O)Oc1ccccc1.N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](C=O)[C@@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,0.7472822,1
CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O.O,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O.O >> CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,rule0007_203,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O.O>>CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,0.7455158,1
CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O.O,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O.O >> CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,rule0125_5,No_Thermo,"(1, 1)","(1, 1)",Enzymatic,2,2,CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O.O>>CCC(CC)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccccc1.CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO)[C@@H](O)[C@H]1O,0.7455158,1
