Canonical_SMILES,Is_Starter,SourceDirectories
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc(C)c(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc(C(CC)CC)c(C(=O)O)c1,False,RemdesivirOnly_gen2
CCc1ccc(O[P@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)cc1C(=O)O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)c1cc(O[P@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)cc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cc(C)cc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cc(C(=O)O)cc(C(CC)CC)c1,False,RemdesivirOnly_gen2
CCc1cc(O[P@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)cc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)c1ccc(C(=O)O)cc1O[P@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cc(C(=O)O)ccc1C,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cc(C(=O)O)ccc1C(CC)CC,False,RemdesivirOnly_gen2
CCc1ccc(C(=O)O)cc1O[P@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)C(C)(N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1)C(=O)OCC(CC)CC,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@](C)(N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1)C(CC)CC,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@](C)(CC)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)C(O[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc1cccc(C(=O)O)c1)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1cccc(C(=O)O)c1)OC(C)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1cccc(C(=O)O)c1)OC(C(CC)CC)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1cccc(C(=O)O)c1)OC(CC)[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@]1(C(=O)OCC(CC)CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@]1(C)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@]1(C(CC)CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@]1(CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@]1(O)C(=O)OCC(CC)CC)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@]1(C)O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@]1(O)C(CC)CC)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@]1(O)CC)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)C(OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1)C(CC)CC,False,RemdesivirOnly_gen2
CCC(CC)C(OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1)C(CC)CC,False,RemdesivirOnly_gen2
CCC(CC)C(CC)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](O)(C(=O)OCC(CC)CC)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@@](C)(O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](O)(C(CC)CC)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](O)(CC)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)C(CC)(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)C(CC)(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)C(C)C(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)C(C)C(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(C)C(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)c1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2cccc(C(=O)O)c2)[C@@H](O)[C@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(C(CC)CC)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2cccc(C(=O)O)c2)[C@@H](O)[C@H]1O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCCCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)c1cc([C@]2(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc3cccc(C(=O)O)c3)[C@@H](O)[C@H]2O)n2ncnc(N)c12,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2cc(C)c3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2cc(C(CC)CC)c3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCc1cc([C@]2(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc3cccc(C(=O)O)c3)[C@@H](O)[C@H]2O)n2ncnc(N)c12,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)c1nc(N)c2ccc([C@]3(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc4cccc(C(=O)O)c4)[C@@H](O)[C@H]3O)n2n1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)nc(C)nn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)nc(C(CC)CC)nn23)[C@H](O)[C@@H]1O)Oc1cccc(C(=O)O)c1,False,RemdesivirOnly_gen2
CCc1nc(N)c2ccc([C@]3(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc4cccc(C(=O)O)c4)[C@@H](O)[C@H]3O)n2n1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2OC(=O)c2ccc(cc2)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](OC(=O)c3ccc(cc3)O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC1(O)OC(=O)c2ccc(cc2)O[P@@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)N[C@H]1C,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(ncnn34)N=C(O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc2c(c1)OC2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc2c(c1)OC2=O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2Oc2cc(ccc2C(O)O)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](Oc3cc(ccc3C(O)O)O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc2cc1OC2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc2cc1OC2=O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2Oc2cc(C(O)O)ccc2O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](Oc3cc(C(O)O)ccc3O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@]1(C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(O)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@@]1(C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(=O)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@]1(C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@]1(C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@@]1(=O)Oc2ccc(cc2)C(O)OC([C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@@]1(=O)Oc2ccc(cc2)C(=O)OC([C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccc(C(O)O)cc1)OC1O[C@@H]2[C@@H]1O[C@@](C#N)(c1ccc3c(N)ncnn13)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc1ccc(C(O)O)cc1)OC1O[C@@H]2[C@H](O)[C@@H]1O[C@@]2(C#N)c1ccc2c(N)ncnn12,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@H]1COC(O)c2ccc(cc2)O[P@@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)N1,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@@H]1COC(=O)c2ccc(cc2)O[P@@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)N1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@H]1CO[C@H]2[C@@H](O)[C@](C#N)(c3ccc4c(N)ncnn34)O[C@@H]2CO[P@](=O)(Oc2ccc(C(O)O)cc2)N1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@H]1CO[C@@H]2[C@H](O)[C@@H](CO[P@](=O)(Oc3ccc(C(O)O)cc3)N1)O[C@@]2(C#N)c1ccc2c(N)ncnn12,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@]2(OC(O)c3ccc(cc3)O1)O[C@@](C#N)(c1ccc3c(N)ncnn13)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@]1(=O)OC[C@]2(OC(=O)c3ccc(cc3)O1)O[C@@](C#N)(c1ccc3c(N)ncnn13)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@]12O[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@]12O[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@]2(O)OC(O)c2ccc(cc2)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@]2(O)OC(=O)c2ccc(cc2)O1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@@H]2O[C@@]21O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)C1OC(=O)[C@H](C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(O)O1,False,RemdesivirOnly_gen2
CCC(CC)C1OC(=O)c2ccc(cc2)O[P@@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)N[C@@H](C)C(O)O1,False,RemdesivirOnly_gen2
CCC(CC)C1OC(=O)[C@H](C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O1,False,RemdesivirOnly_gen2
CCC(CC)C1OC(=O)[C@H](C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@](O)(OC(O)c3ccc(cc3)O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@](O)(OC(=O)c3ccc(cc3)O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@]2(O)O[C@H]12)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC1(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(O)O1,False,RemdesivirOnly_gen2
CCC1(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(=O)O1,False,RemdesivirOnly_gen2
CCC1(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O1,False,RemdesivirOnly_gen2
CCC1(CC)COC(=O)[C@H](C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC1COC(=O)[C@H](C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(O)OC1C,False,RemdesivirOnly_gen2
CCC1COC(O)[C@H](C)N[P@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)Oc2ccc(cc2)C(=O)OC1C,False,RemdesivirOnly_gen2
CCC1COC(=O)[C@H](C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2OC1C,False,RemdesivirOnly_gen2
CCC1COC(=O)[C@H](C)N[P@@](=O)(Oc2ccc(C(O)O)cc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](OC1C)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3c(cc4c(N)ncnn34)OC(O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3c(cc4c(N)ncnn34)OC(=O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@H]1[C@H]2O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@@H]2[C@@H]1O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC1CCOC(O)c2ccc(cc2)O[P@@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)N[C@@H](C)C(=O)OC1,False,RemdesivirOnly_gen2
CCC1CCOC(=O)c2ccc(cc2)O[P@@](=O)(OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O)N[C@@H](C)C(O)OC1,False,RemdesivirOnly_gen2
CCC1CCO[C@H]2[C@@H](O)[C@](C#N)(c3ccc4c(N)ncnn34)O[C@@H]2CO[P@](=O)(Oc2ccc(C(O)O)cc2)N[C@@H](C)C(=O)OC1,False,RemdesivirOnly_gen2
CCC1CCO[C@@H]2[C@H](O)[C@@H](CO[P@](=O)(Oc3ccc(C(O)O)cc3)N[C@@H](C)C(=O)OC1)O[C@@]2(C#N)c1ccc2c(N)ncnn12,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3cc(c4c(N)ncnn34)OC(O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3cc(c4c(N)ncnn34)OC(=O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3cc(c4c(N)ncnn34)O[C@H]1[C@H]2O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3cc(c4c(N)ncnn34)O[C@@H]2[C@@H]1O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)nc(nn34)OC(O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@]1(=O)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)nc(nn34)OC(=O)c3ccc(cc3)O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3ccc4c(N)nc(nn34)O[C@H]1[C@H]2O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3ccc4c(N)nc(nn34)O[C@@H]2[C@@H]1O)Oc1ccc(C(O)O)cc1,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@@H](N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc(C)cc1)C(=O)O,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)[C@H](C)N[P@]1(=O)OC(=O)c2ccc(cc2)O1,False,RemdesivirOnly_gen2
