SMILES,Is_reactant,Is_product,Is_Starter,SourceDirectory
CCC(CC)COC(=O)[C@H](CC)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,False,True,False,RemdesivirOnly_gen2
CCC(C)(C=O)CC,False,True,False,RemdesivirOnly_gen2
CCC(C=O)CC,True,True,False,RemdesivirOnly_gen2
CCC(C)COC(=O)[C@H](C)N[P@](=O)(O)Oc1ccc(C)cc1,False,True,False,RemdesivirOnly_gen2
CC(C)=CCOP(=O)(O)OP(=O)(O)O,True,False,True,RemdesivirOnly_gen2
CCC(C)(CC)COC(=O)CN[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,True,False,True,RemdesivirOnly_gen2
CCCCOC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2c(CC)cc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,True,False,True,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@@](C)(N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)O,True,False,True,RemdesivirOnly_gen2
CCC(CC)CCl,False,True,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)C[C@H](N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OCC(CC)CC,True,False,True,RemdesivirOnly_gen2
CCC(C)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccc(C)cc1,True,False,True,RemdesivirOnly_gen2
CCC(C)C(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@@](C)(O)[C@@H]1O)Oc1ccccc1,False,True,False,RemdesivirOnly_gen2
CCC(CC)C(C)OC(=O)[C@H](C)N[P@@](=O)(Oc1ccccc1)OP(=O)(O)O,False,True,False,RemdesivirOnly_gen2
CCCC(=O)CC,False,True,False,RemdesivirOnly_gen2
CCC(CC)COC(O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@]2(C#N)c3cc(c4c(N)ncnn34)O[C@@H]2[C@@H]1O)Oc1ccccc1,True,False,True,RemdesivirOnly_gen2
CCC(CC)COC(=O)O,True,False,True,RemdesivirOnly_gen2
CCC(C)COC(=O)C(C)(C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,True,False,True,RemdesivirOnly_gen2
CCC(CCO)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,True,False,True,RemdesivirOnly_gen2
O=CC=CC=CC(=O)O,False,True,False,RemdesivirOnly_gen2
CCCCOC(=O)[C@H](CCC)N[P@](=O)(O)Oc1ccccc1,False,True,False,RemdesivirOnly_gen2
CCC(CC)COC(=O)CN[P@](=O)(O)Oc1ccccc1,False,True,False,RemdesivirOnly_gen2
CCc1cc([C@]2(C#N)O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc3ccccc3)[C@@H](O)[C@H]2O)n2ncnc(N)c12,True,False,True,RemdesivirOnly_gen2
CCCC(CC)COC(=O)O,False,True,False,RemdesivirOnly_gen2
CCC(C=O)C(C)O,False,True,False,RemdesivirOnly_gen2
CCC(CC)C1OC(O)[C@H](C)N[P@@](=O)(Oc2ccccc2)OC[C@H]2O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]2O1,True,False,True,RemdesivirOnly_gen2
