starter_idx,starter_smiles,status,num_molecules,num_targets,time_seconds,error
142,O=c1[nH]cnc2c1ncn2[14C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,300,281,253.92,
143,O=c1[nH]cnc2c1nc[15n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,300,281,248.33,
144,[3H]C(O)[C@H]1O[C@@H](n2[14cH]nc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,success,271,252,301.37,
145,[3H][C@@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@H](O)[C@H]1O,success,265,246,285.51,
146,Nc1nc2nc[nH]c2c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1cc[nH]c(=O)[nH]1,success,42,26,29.65,
147,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)[nH]1,success,81,65,83.23,
148,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(C)=O)[C@@]1(C)OC(C)=O.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](OC(C)=O)[C@@]1(C)OC(C)=O.CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1O.CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[Si](C)(C)C(C)(C)C)[C@@]1(C)O.C[O-].Cc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@](C)(O)[C@H]1O.O=P(Cl)(Cl)Cl.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+],success,42,26,157.35,
149,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)C(O)C1O.OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)C(O)C1O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[N-]=[N+]=Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O,success,42,26,76.84,
150,C1=CC=CNC=C1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,26.86,
151,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.c1cc2ccc3cccc4ccc(c1)c2c34,success,42,26,30.94,
152,C1COCCN1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,26.57,
153,CC(=O)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,1262,1245,632.22,
154,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.c1ncc2[nH]cnc2n1,success,42,26,53.23,
155,O=S(=O)([O-])c1ccc[n+](-c2ncnc3c2ncn3C2OC(CO)C(O)C2O)c1.O=S(=O)([O-])c1cccnc1.O=c1[nH]c2c(NC3OC(CO)C(O)C3O)ncnc2[n+]2cc(S(=O)(=O)[O-])ccc12.O=c1[nH]c2c(NC3OC(CO)C(O)C3O)ncnc2[n+]2cc(S(=O)(=O)[O-])ccc12.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],success,42,26,250.38,
156,CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO.CSNc1nc2nc[nH]c2c(=O)[nH]1.CSc1ncnc2nc[nH]c12.CSc1ncnc2nc[nH]c12.Cn1c[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.Cn1c[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21.Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O.Cn1cnc2nc[nH]c2c1=O,success,42,26,56.69,
157,Cc1ccc2c(=O)[nH]c3c(NC4OC(CO)C(O)C4O)ncnc3[n+]2c1.Cc1ccc2c(=O)[nH]c3c(NC4OC(CO)C(O)C4O)ncnc3[n+]2c1.Cc1ccc[n+](-c2ncnc3c2ncn3C2OC(CO)C(O)C2O)c1.Cc1cccnc1.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],success,42,26,237.43,
158,C.C.CN1C(=O)Nc2nc[nH]c2C1N.Cn1c(N)cc[n+](C2OC(CO)C(O)C2O)c1=O.Cn1c[n+](C2OC(CO)C(O)C2O)c2nc[nH]c(=O)c21,success,42,26,55.34,
159,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21.CCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1.Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F.Nc1nc2c(ncn2[C@H]2C=C[C@@H](CO)C2)c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,85.34,
160,NC1=NCc2ncn([C@@]3([O-])O[C@H](CO)C(O)C3O)c2N1.O.O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H]1O,success,42,26,51.01,
161,Nc1nc2c(ncn2[C@@]2([O-])O[C@H](CO)C(O)C2O)c(=O)[nH]1.O.O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H]1O,success,42,26,79.24,
162,C.CC[C@H]1O[C@@H](C#N)[C@H](OC(=O)c2ccccc2)[C@@H]1C.CC[C@H]1O[C@@H](C(N)=S)[C@H](OC(=O)c2ccccc2)[C@@H]1C.CC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(=O)c2ccccc2)[C@@H]1C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,106.21,
163,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)O.O=C=O.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[CH2-]NC(=O)C(CS)NC(=O)CCC(N)C(=O)O.[Na+].[Na+].[Na+],success,42,26,141.3,
164,CC(=O)C(=O)O.Nc1ncnc2nc[nH]c12.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,71.08,
165,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)C(O)C1O.OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)C(O)C1O.OC[C@H]1O[C@@H](n2cnc3c2NC=NC3O)C(O)C1O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[N-]=[N+]=Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O,success,42,26,67.55,
166,C.C.CC1(C)OC2C(C(=O)O)OC(n3cnc4c(=O)[nH]cnc43)C2O1.CC1(C)OC2C(CO)OC(n3cnc4c(=O)[nH]cnc43)C2O1.CCNC(=O)C1OC(n2cnc3c(Cl)ncnc32)C2OC(C)(C)OC12.NCCCCNC(=O)OCc1ccccc1.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,success,42,26,90.74,
167,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.c1cn[nH]c1,success,42,26,42.49,
168,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O.CC1(C)O[C@@H]2[C@H](O1)[C@@H](C(=O)O)O[C@H]2n1cnc2c(=O)[nH]cnc21.CC1(C)O[C@@H]2[C@H](O1)[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]cnc21.CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@@H]2OC(C)(C)O[C@@H]21.CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)ncnc32)[C@H](O)[C@@H]1O.CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,253.34,
169,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H]1O.[Na+],success,42,26,46.48,
170,O=c1[nH]cnc2c1ncn2C1O[C@H](COS(=O)(=O)[O-])C(O)C1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+],success,42,26,32.6,
171,CSNc1nc2nc[nH]c2c(=O)[nH]1.CSc1ncnc2nc[nH]c12.CSc1ncnc2nc[nH]c12.Cn1c[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.Cn1c[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc[nH]c(=O)c21.Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O.Cn1cnc2nc[nH]c2c1=O,success,42,26,50.21,
172,COC(=O)c1ccc2c(=O)[nH]c3c(NC4OC(CO)C(O)C4O)ncnc3[n+]2c1.COC(=O)c1ccc[n+](-c2ncnc3c2ncn3C2OC(CO)C(O)C2O)c1.COC(=O)c1cccnc1.O=C(O)c1ccc2c(=O)[nH]c3c(NC4OC(CO)C(O)C4O)ncnc3[n+]2c1.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],success,42,26,314.34,
173,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)C(OC(C)=O)[C@H]1OC(C)=O.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)nc([N+](=O)[O-])nc32)C(OC(C)=O)[C@H]1OC(C)=O.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)C(OC(C)=O)[C@H]1OC(C)=O.COc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@H](O)C3O)c2n1.COc1nc(OC)c2ncn([C@@H]3O[C@H](CO)[C@H](O)C3O)c2n1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)C1O,success,42,26,156.11,
174,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2ncn(Cc3ccccc3)c12,success,42,26,30.74,
175,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.[N-]=[N+]=Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O,success,42,26,40.41,
176,CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1C.CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1C.CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[P+](=O)O)[C@@H]1C.CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1O.C[C@H]1[C@@H](O[P+](=O)O)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,73.02,
177,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cnc3c(=O)n(-c4cccc(F)c4)cnc32)[C@@H](O[Si](C)(C)C(C)(C)C)C1O[Si](C)(C)C(C)(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@@H]1O.O=c1c2ncn([C@@H]3O[C@H](CO)C(O)[C@@H]3O)c2ncn1-c1cccc(F)c1,success,42,26,56.71,
178,C.C.C.CC.CC.CC.CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1C.CP(=O)(OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O)OP(C)(=O)OC[C@H]1O[C@H](Oc2ccc([N+](=O)[O-])cc2)[C@H](O)[C@@H]1O.C[C@H]1[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO.C[C@H]1[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO[P+](C)=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.S=S=S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S=S=S=S=S=S=S.[C-]#[N+]CCO[P+](=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1C,success,42,26,197.14,
179,CC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.S=S=S=S=S=S=S=S=S=S,success,42,26,37.78,
180,Nc1nc2nc[nH]c2c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,32.47,
181,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H]2OC(C)(C)O[C@@H]21.CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@@H]2OC(C)(C)O[C@@H]21.COc1ncnc2c1ncn2[C@@H]1O[C@H](CN=[N+]=[N-])[C@H]2OC(C)(C)O[C@H]21.COc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OC(C)(C)O[C@H]21.O=CO[O-].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S=S=S.S=S=S=S=S=S=S=S=S=S=S=S.[H-].[K+].[K+].c1ccc(P(c2ccccc2)c2ccccc2)cc1,success,42,26,134.11,
182,O=c1[15nH]c[15n]c2c1[15n]c[15n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,300,281,269.91,
183,O=P([O-])([O-])[O-].O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+],success,42,26,47.5,
184,O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,45.09,
185,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,44.96,
186,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,54.01,
187,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Mg+2],success,42,26,52.54,
188,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,49.94,
189,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O.O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,success,42,26,99.38,
190,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,60.97,
191,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[H-].[Na+],success,42,26,31.62,
192,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.[H-].[Na+],success,42,26,27.93,
193,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[H-].[H-].[Na+].[Na+],success,42,26,26.69,
194,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.[H-].[H-].[Na+].[Na+],success,42,26,34.16,
195,O=P(O)(O)O.O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2nc[nH]c12,success,42,26,50.85,
196,CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1.O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,success,42,26,78.07,
197,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1.O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2nc[nH]c12,success,42,26,82.66,
198,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Ca+2].[H-].[H-],success,42,26,37.77,
199,O=P([O-])([O-])O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+].[Na+],success,42,26,36.85,
200,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,71.47,
201,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2nc[nH]c2c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2nc[nH]c12.O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,53.79,
202,NCCc1ccc(O)c(O)c1.NC[C@H](O)c1ccc(O)c(O)c1.N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O.Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OC1C(O)C(O)C(O)C(O)C1O,success,42,26,195.03,
203,CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21.CCN(CC)C(=S)[S-].CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O.Clc1ccccc1C1(Cl)CCc2ccccc2O1.Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I.Nc1ncc2ncn(COCCO)c2n1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1.OC[C@H]1OC(O)C[C@@H](O)[C@@H]1O.[Na+],success,42,26,118.48,
204,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1.Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,52.4,
205,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO.NC(CCO)C(=O)O.O=C(O)C1CCCN1O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OC1C(O)C(O)C(O)C(O)C1O.OC1C(O)C(O)C(O)C(O)C1O.c1ccc2[nH]ccc2c1,success,42,26,168.35,
206,Clc1ncnc2nc[nH]c12.O=C1CCCN1.O=C1CCCN1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,33.73,
207,O=P([O-])([O-])O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Ag+].[Ag+],success,42,26,41.02,
208,O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Ag].[Ag],success,42,26,46.23,
209,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,94.99,
210,O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[H-].[H-].[Na+].[Na+],success,42,26,33.76,
211,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2.COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,78.68,
212,O=P(O)(O)O.O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,64.78,
213,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O.O=P(O)(O)O.O=c1[nH]cc(F)c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,69.58,
214,CN(C)CCOC(c1ccccc1)c1ccccc1.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,66.38,
215,Nc1ncc2[nH]cnc2n1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,success,42,26,32.27,
216,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,79.52,
217,CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1.O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,success,42,26,101.5,
218,O=P([O-])([O-])OP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+].[Na+],success,42,26,34.75,
219,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,83.51,
