starter_idx,starter_smiles,status,num_molecules,num_targets,time_seconds,error
13,NC(CSSC[C@H](N)C(=O)O)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,75.21,
14,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H]([O-])[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+],success,42,26,124.09,
15,NC(=O)c1nc(F)c[nH]c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,36.84,
16,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,39.49,
17,O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,success,300,281,244.08,
18,O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,59,43,54.88,
19,CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,60.99,
20,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O,success,302,283,247.83,
21,O.O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,26.52,
22,O=c1[nH]cnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,300,281,245.78,
23,O=c1[nH]cnc2c1n(-c1cccc(F)c1)c[n+]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,96,80,53.92,
24,CC(=O)O[C@@H]1[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)OC[C@H]2O[C@H]1n1cnc2c(=O)[nH]cnc21.CC(=O)O[C@@H]1[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)OC[C@H]2O[C@H]1n1cnc2c(OCC[Si](C)(C)C)ncnc21.CC(=O)O[C@@H]1[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)OC[C@H]2O[C@H]1n1cnc2c(OS(=O)(=O)c3c(C(C)C)cc(C(C)C)cc3C(C)C)ncnc21.CC(C)(C)[Si](OS(=O)(=O)C(F)(F)F)(OS(=O)(=O)C(F)(F)F)C(C)(C)C.CC(C)(C)[Si]1(C(C)(C)C)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]2O1.CC(C)(C)[Si]1(C(C)(C)C)OC[C@H]2O[C@@H](n3cnc4c(OCC[Si](C)(C)C)ncnc43)[C@H](O)[C@@H]2O1.C[O-].C[Si](C)(C)CCO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+],success,42,26,266.58,
25,C.C.CC.CP(=O)(OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O)OP(C)(=O)OC[C@H]1O[C@H](Oc2ccc3c(C(F)(F)F)cc(=O)oc3c2)[C@H](O)[C@@H]1O.C[C@H]1[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](n2cnc3c(=O)[nH]cnc32)O[C@@H]1CO[P+](=O)OCCC#N.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[2H]I(C)CCC.[3H]C.[3H]C.[CH2-]F.[CH2-]F.[U].[U],success,42,26,135.05,
26,CC(=O)Nc1ccc(C(=O)[O-])cc1.CC(=O)Nc1ccc(C(=O)[O-])cc1.CC(=O)Nc1ccc(C(=O)[O-])cc1.CC(O)C[NH+](C)C.CC(O)C[NH+](C)C.CC(O)C[NH+](C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,85.93,
27,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OC(F)(C(F)F)C(F)(F)F,success,42,26,28.8,
28,O=c1[nH]cnc2c1ncn2C1O[C@@H](CO)[C@H](O)[C@@H]1O,success,300,281,245.8,
29,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,101.98,
30,[2H]c1nc2c(nc([2H])n2[C@@H]2O[C@H](CO)C(O)C2O)c(=O)[nH]1,success,266,247,248.38,
31,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ag+],success,42,26,26.14,
32,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[NH2-].[NH2-].[Pt+2],success,42,26,30.01,
33,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[Ru+5],success,42,26,41.51,
34,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ag+],success,42,26,25.87,
35,Cl[Pt]Cl.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,success,42,26,29.76,
36,O=c1[nH]cnc2c1ncn2[C@H]1O[C@H](CO)[C@H](O)[C@H]1O,success,300,281,244.92,
37,NC(N)=NCCCC(N)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,76.24,
38,NC(N)=NCCC[C@H](N)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,48.56,
39,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O,success,300,281,272.93,
40,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,37.36,
41,O=P(O)(O)OP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,33.94,
42,CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,success,42,26,95.83,
43,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,60.52,
44,O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,34.19,
45,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,36.19,
46,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@@H]1O,success,301,282,266.55,
47,Cn1c[n+](C2OC(CO)C(O)C2O)c2nc[nH]c(=O)c21,success,355,336,289.22,
48,O=c1[nH]cnc2c1[nH]c[n+]2C1OC(CO)C(O)C1O,success,324,305,292.52,
49,[2H]c1nc2c(nc([2H])n2[C@@H]2O[C@H](CO)[C@H](O)C2O)c(=O)[nH]1,success,265,246,334.86,
50,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.[Ac].[Ac].[Ac],success,42,26,36.32,
51,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ac].[Ac].[Ac],success,42,26,26.21,
52,O=c1[nH]cnc2c1ncn2C1O[C@H](CO)[C@@H](O)C1O,success,301,282,252.11,
53,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,73.48,
54,O=c1[nH]cnc2c1ncn2[13C@@H]1O[13C@H]([13CH2]O)[13C@@H](O)[13C@H]1O,success,278,259,300.41,
55,O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)C(O)C1O,success,302,283,253.67,
56,O=C1CCCN1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,37.07,
57,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[K+],success,42,26,58.31,
58,NP(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,68,52,86.14,
59,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,48.16,
60,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])O)c2cc1C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+],success,42,26,68.77,
61,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,77.55,
62,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na],success,42,26,29.17,
63,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na].[Na],success,42,26,41.38,
64,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2nc[nH]c12,success,42,26,27.62,
65,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[H+],success,301,282,291.26,
66,NP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,78,62,68.19,
67,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,31.71,
68,O=C(O)CCCCCCCCCCCCCCC(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,46.39,
69,O=C(O)CCCCCCC(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,43.08,
70,O=C(O)CCCCCCCCCCC(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,44.64,
71,O=C(O)CCCCC(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,42.71,
72,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,89,73,87.49,
73,O=P([O-])(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+],success,42,26,32.88,
74,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,29.55,
75,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2nc[nH]c12,success,42,26,34.97,
76,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,86,70,89.82,
77,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2nc[nH]c12,success,42,26,35.2,
78,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,44.42,
79,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.c1ncc2[nH]cnc2n1,success,42,26,27.49,
80,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,48.39,
81,O=c1[nH]cnc2c1[n+]([O-])cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,243,224,238.02,
82,O=[N+]([O-])c1ccc2[nH]ccc2c1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,45.61,
83,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,29.32,
84,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,40.16,
85,O=C(O)COc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,69.85,
86,Cn1c(=O)ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,29.94,
87,O=CC[C@H](O)[C@H](O)CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,36.68,
88,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,success,83,67,86.08,
89,Nc1ccnc(=O)[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,28.86,
90,N.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,59,43,35.5,
91,O=c1[nH]c(=O)n(C2C[C@H](O)[C@@H](CO)O2)cc1I.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,29.4,
92,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,29.43,
93,O=S(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,42.67,
94,O=S(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O,success,42,26,27.36,
95,O=C[C@H](O)[C@H](O)[C@H](O)CO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,58.82,
96,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,39.51,
97,NC(CCS)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,61.89,
98,N[C@@H](CCS)C(=O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,61.34,
99,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,44.85,
100,O=C(O)c1ccccc1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,38.46,
101,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=S)[nH]c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,29.74,
102,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,61.41,
103,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Ca],success,42,26,25.57,
104,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,81.32,
105,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,success,42,26,46.49,
106,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Zn],success,42,26,25.65,
107,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)C(O)C1O.[Zn],success,42,26,25.71,
108,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1cc[nH]c(=O)[nH]1,success,42,26,27.03,
109,O=[N+]([O-])c1cc[nH]c1.O=[N+]([O-])c1ccc2[nH]ccc2c1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,30.73,
110,CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,30.46,
111,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,38.03,
112,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.c1ncc2[nH]ncc2n1,success,42,26,27.24,
113,C=C(C)CCNc1ncnc2nc[nH]c12.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,52.34,
114,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,76.4,
115,CCCCCCCCCCCCCCCCCC(=O)NS(=O)(=O)c1ccc(N)cc1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,56.54,
116,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OCC(O)CO)O2)c(=O)[nH]c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,53.01,
117,[2H]c1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,282,263,245.41,
118,NC(CCS)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,102.78,
119,N[C@@H](CCS)C(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,63.56,
120,C[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C=O)OP(=O)(O)OP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,148,130,112.01,
121,O=[N+]([O-])c1ccc2[nH]ccc2c1.O=[N+]([O-])c1cccc2[nH]cnc12.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,31.57,
122,[2H]OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,success,209,190,187.39,
123,O=c1[nH]cnc2c1ncn2C1O[C@H](CO)C(O)C1O,success,302,283,245.79,
124,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Cu].[Pd],success,42,26,25.78,
125,O=C(O)CNCc1c[nH]c(=O)[nH]c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,44.43,
126,NCn1c(=O)[nH]cc(CC(=O)O)c1=O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,40.92,
127,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)C1O,success,301,282,247.89,
128,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=C(O)CCC(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,176.44,
129,O=c1[nH]cnc2c1ncn2C1O[C@H](CO)[C@H](O)[C@H]1O,success,300,281,273.38,
130,O=c1[nH]cnc2c1ncn2C1OC(CO)[C@@H](O)[C@H]1O,success,300,281,249.19,
131,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,33.25,
132,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,success,300,281,274.42,
133,O=c1[nH]cnc2c1n[14cH]n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,300,281,259.69,
134,NCC(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,573,557,292.87,
135,O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,25.53,
136,CC(N)Cc1ccccc1.C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](OP(=O)(O)O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,69.63,
137,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O.O.O.O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,56.82,
138,CC.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,success,42,26,40.53,
139,Nc1ncnc2nc[nH]c12.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,29.42,
140,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,53.17,
141,[3H]c1nc2c(nc([3H])n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,264,245,258.19,
