recordIndex,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,PUBCHEM_BONDANNOTATIONS,smiles,inchiKey,PUBCHEM_XLOGP3_AA,PUBCHEM_NONSTANDARDBOND,Canonical_SMILES
-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,UGQMRVRMYYASKQ-KQYNXXCUSA-N,,,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2576,135823807,1,455,15,10,2,AAADceBzvAMAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYFsBfMFhCoQQdxdICAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;phosphoric acid","9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine;phosphoric acid","InChI=1S/C10H12N4O5.2H3O4P/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;2*1-5(2,3)4/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);2*(H3,1,2,3,4)/t4-,6-,7-,10-;;/m1../s1",ZQTQQLHJXZTVPJ-IDIVVRGQSA-N,,464.03456064,C10H18N4O13P2,464.22,285,464.03456064,0,29,4,0,0,0,0,3,-1,"1
5
255","22  16  6
16  25  8
16  26  8
17  26  8
17  27  8
18  25  8
18  29  8
19  28  8
19  29  8
23  24  6
25  27  8
27  28  8
20  4  5
21  5  5",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H].[H]OP(=O)(O[H])O[H].[H]OP(=O)(O[H])O[H],ZQTQQLHJXZTVPJ-IDIVVRGQSA-N,,,O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2577,135823810,1,496,15,11,2,AAADceBzvAMAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYFsBfMFhCoQQdxdICAgC0XEKABUAGoVECDWApAyCAeQIgPAQLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;phosphoric acid","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;phosphoric acid","2-amino-9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;phosphoric acid","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;phosphoric acid","2-azanyl-9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;phosphoric acid","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine;phosphoric acid","InChI=1S/C10H13N5O5.2H3O4P/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9;2*1-5(2,3)4/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19);2*(H3,1,2,3,4)/t3-,5-,6-,9-;;/m1../s1",FPWYUEKIRUBHML-LGVAUZIVSA-N,,479.04545967,C10H19N5O13P2,479.23,311,479.04545967,0,30,4,0,0,0,0,3,-1,"1
5
255","23  16  5
16  26  8
16  27  8
17  27  8
17  28  8
18  26  8
18  30  8
19  29  8
19  30  8
24  25  5
26  28  8
28  29  8
21  4  6
22  5  6",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H].[H]OP(=O)(O[H])O[H].[H]OP(=O)(O[H])O[H],FPWYUEKIRUBHML-LGVAUZIVSA-N,,,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=P(O)(O)O
2578,135823811,1,593,14,9,4,AAADceBzvAMAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYFsBfMFhCoQQdxdICAgC0XEKABUAGoVECDWApAyCAeQIgPAQLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;phosphono dihydrogen phosphate","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;phosphono dihydrogen phosphate","2-amino-9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;phosphono dihydrogen phosphate","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;phosphono dihydrogen phosphate","2-azanyl-9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;phosphono dihydrogen phosphate","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine;phosphono dihydrogen phosphate","InChI=1S/C10H13N5O5.H4O7P2/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9;1-8(2,3)7-9(4,5)6/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19);(H2,1,2,3)(H2,4,5,6)/t3-,5-,6-,9-;/m1./s1",XFWPSMMTMBICQM-GWTDSMLYSA-N,,461.03489499,C10H17N5O12P2,461.22,280,461.03489499,0,29,4,0,0,0,0,2,-1,"1
5
255","21  15  5
15  25  8
15  26  8
16  26  8
16  27  8
17  25  8
17  29  8
18  28  8
18  29  8
23  24  5
25  27  8
27  28  8
20  4  6
22  5  6",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H].[H]OP(=O)(O[H])OP(=O)(O[H])O[H],XFWPSMMTMBICQM-GWTDSMLYSA-N,,,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)OP(=O)(O)O
2579,135823814,1,466,8,4,3,AAADccBzuABAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgQQCAAACByh1gaHsBfMFgioAQdxdACAgC1XELABUIGoVECDWApgyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-methylsulfanyl-tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-(methylthio)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)-2-methylsulfanyloxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-methylsulfanyloxolan-2-yl]-1H-purin-6-one","9-[(2S,3R,4S,5R)-5-(hydroxymethyl)-2-methylsulfanyl-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","9-[(2S,3R,4S,5R)-3,4-dihydroxy-5-methylol-2-(methylthio)tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C11H14N4O5S/c1-21-11(8(18)7(17)5(2-16)20-11)15-4-14-6-9(15)12-3-13-10(6)19/h3-5,7-8,16-18H,2H2,1H3,(H,12,13,19)/t5-,7-,8-,11+/m1/s1",LPTRVWQVJLHQCI-FCKMSMMTSA-N,,314.06849073,C11H14N4O5S,314.32,155,314.06849073,0,21,4,0,0,0,0,1,-1,"1
5
255","11  1  5
10  20  8
10  21  8
14  15  6
16  18  8
18  20  8
12  3  5
13  4  5
7  16  8
7  17  8
8  17  8
8  18  8
9  16  8
9  21  8",[H]OC([H])([H])[C@@]1([H])O[C@@](SC([H])([H])[H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],LPTRVWQVJLHQCI-FCKMSMMTSA-N,-1.6,,CS[C@@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@H](O)[C@H]1O
2580,135829311,1,523,9,3,4,AAADccBzuAIAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYFsBfMFxCoQQdxdICAgC0XEKABUIGoVECBWApAyCAeQIgPAgLDAGCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"[(2R,3S,5R)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl hydrogen phosphate","[(2R,3S,5R)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)-2-oxolanyl]methyl hydrogen phosphate","[(2<I>R</I>,3<I>S</I>,5<I>R</I>)-3-hydroxy-5-(6-oxo-1<I>H</I>-purin-9-yl)oxolan-2-yl]methyl hydrogen phosphate","[(2R,3S,5R)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl hydrogen phosphate","[(2R,3S,5R)-3-oxidanyl-5-(6-oxidanylidene-1H-purin-9-yl)oxolan-2-yl]methyl hydrogen phosphate","[(2R,3S,5R)-3-hydroxy-5-(6-keto-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl hydrogen phosphate","InChI=1S/C10H13N4O7P/c15-5-1-7(21-6(5)2-20-22(17,18)19)14-4-13-8-9(14)11-3-12-10(8)16/h3-7,15H,1-2H2,(H,11,12,16)(H2,17,18,19)/p-1/t5-,6+,7+/m0/s1",PHNGFPPXDJJADG-RRKCRQDMSA-M,,331.04436073,C10H12N4O7P-,331.20,158,331.04436073,-1,22,3,0,0,0,0,1,-1,"1
5
255","10  19  8
10  20  8
11  18  8
11  22  8
12  21  8
12  22  8
15  17  6
18  20  8
20  21  8
13  3  5
14  9  6
9  18  8
9  19  8",[H]O[C@@]1([H])C([H])([H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)([O-])O[H],PHNGFPPXDJJADG-RRKCRQDMSA-M,-2.9,,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])O)O1
2581,135834112,1,545,8,5,5,AAADceBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYBsBfMFgCoASdydACAgC0HEKAJUAGoVECDXApA6SAeQIgPAQLTIGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"8-allyloxy-2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-8-prop-2-enoxy-1H-purin-6-one","2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-8-prop-2-enoxy-1<I>H</I>-purin-6-one","2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-8-prop-2-enoxy-1H-purin-6-one","2-azanyl-9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-8-prop-2-enoxy-1H-purin-6-one","8-allyloxy-2-amino-9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)hypoxanthine","InChI=1S/C13H17N5O6/c1-2-3-23-13-15-6-9(16-12(14)17-10(6)22)18(13)11-8(21)7(20)5(4-19)24-11/h2,5,7-8,11,19-21H,1,3-4H2,(H3,14,16,17,22)",RQUVSNGNEJMOBE-UHFFFAOYSA-N,-0.9,339.11788328,C13H17N5O6,339.30,164,339.11788328,0,24,0,4,0,0,0,1,-1,"1
5
255","10  20  8
10  21  8
15  16  3
17  19  8
19  20  8
13  2  3
14  3  3
12  7  3
7  17  8
7  18  8
8  18  8
8  19  8
9  17  8
9  21  8",[H]OC([H])([H])C1([H])OC([H])(n2c(OC([H])([H])C([H])=C([H])[H])nc3c(=O)n([H])c(N([H])[H])nc32)C([H])(O[H])C1([H])O[H],RQUVSNGNEJMOBE-UHFFFAOYSA-N,,,C=CCOc1nc2c(=O)[nH]c(N)nc2n1C1OC(CO)C(O)C1O
2582,135839693,1,445,6,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAADRzhlgYHsBfMFgCoAQdxdACAgC0XEKABUAGoVECBWApAyCAeQIgPAQLDAGCwMAIMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-amino-9-[4-hydroxy-5-(hydroxymethyl)-3-methyl-tetrahydrofuran-2-yl]-1H-purin-6-one,2-amino-9-[4-hydroxy-5-(hydroxymethyl)-3-methyl-2-oxolanyl]-1H-purin-6-one,2-amino-9-[4-hydroxy-5-(hydroxymethyl)-3-methyloxolan-2-yl]-1<I>H</I>-purin-6-one,2-amino-9-[4-hydroxy-5-(hydroxymethyl)-3-methyloxolan-2-yl]-1H-purin-6-one,2-azanyl-9-[5-(hydroxymethyl)-3-methyl-4-oxidanyl-oxolan-2-yl]-1H-purin-6-one,2-amino-9-(4-hydroxy-3-methyl-5-methylol-tetrahydrofuran-2-yl)hypoxanthine,"InChI=1S/C11H15N5O4/c1-4-7(18)5(2-17)20-10(4)16-3-13-6-8(16)14-11(12)15-9(6)19/h3-5,7,10,17-18H,2H2,1H3,(H3,12,14,15,19)",VSNFSEBCVZSTDN-UHFFFAOYSA-N,-0.5,281.11240398,C11H15N5O4,281.27,135,281.11240398,0,20,0,4,0,0,0,1,-1,"1
5
255","10  14  3
13  15  3
16  18  8
18  19  8
12  2  3
11  5  3
5  16  8
5  17  8
6  17  8
6  18  8
7  16  8
7  20  8
8  19  8
8  20  8",[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)C([H])(C([H])([H])[H])C1([H])O[H],VSNFSEBCVZSTDN-UHFFFAOYSA-N,,,CC1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21
2583,135839702,1,444,6,3,4,AAADceBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYHsBfMFgCoAQdxdACAgC0XEKABUAG4VECBWApAyCAeQIgPFALDAGCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,9-[4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-2-propyl-1H-purin-6-one,9-[4-hydroxy-5-(hydroxymethyl)-2-oxolanyl]-2-propyl-1H-purin-6-one,9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-propyl-1<I>H</I>-purin-6-one,9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-propyl-1H-purin-6-one,9-[5-(hydroxymethyl)-4-oxidanyl-oxolan-2-yl]-2-propyl-1H-purin-6-one,9-(4-hydroxy-5-methylol-tetrahydrofuran-2-yl)-2-propyl-hypoxanthine,"InChI=1S/C13H18N4O4/c1-2-3-9-15-12-11(13(20)16-9)14-6-17(12)10-4-7(19)8(5-18)21-10/h6-8,10,18-19H,2-5H2,1H3,(H,15,16,20)",REOZLBYYOZAIAZ-UHFFFAOYSA-N,0.5,294.13280507,C13H18N4O4,294.31,109,294.13280507,0,21,0,3,0,0,0,1,-1,"1
5
255","12  13  3
14  16  8
16  18  8
10  2  3
5  14  8
5  15  8
9  5  3
6  15  8
6  16  8
7  14  8
7  17  8
8  17  8
8  18  8",[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c(C([H])([H])C([H])([H])C([H])([H])[H])nc32)C([H])([H])C1([H])O[H],REOZLBYYOZAIAZ-UHFFFAOYSA-N,,,CCCc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1
2584,135839797,1,377,6,3,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECBWApAyCAeQIgPAgLDAGCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,4R,5S)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2R,4R,5S)-4-hydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>R</I>,4<I>R</I>,5<I>S</I>)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2R,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,4R,5S)-5-(hydroxymethyl)-4-oxidanyl-oxolan-2-yl]-1H-purin-6-one","9-[(2R,4R,5S)-4-hydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7-/m1/s1",VGONTNSXDCQUGY-DSYKOEDSSA-N,-1.7,252.08585488,C10H12N4O4,252.23,109,252.08585488,0,18,3,0,0,0,0,1,-1,"1
5
255","12  13  5
14  16  8
16  17  8
10  2  6
5  14  8
5  15  8
9  5  6
6  15  8
6  16  8
7  14  8
7  18  8
8  17  8
8  18  8",[H]OC([H])([H])[C@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])([H])[C@@]1([H])O[H],VGONTNSXDCQUGY-DSYKOEDSSA-N,,,O=c1[nH]cnc2c1ncn2[C@H]1C[C@@H](O)[C@H](CO)O1
2585,135849841,1,445,5,4,2,AAADceBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYHsBfMFgCoAQdxdACAgC0XEKABUAGoVECDWApAyCAeQIgNAQLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,3R,5S)-3-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-7-methyl-1H-purin-9-ium-6-one","2-amino-9-[(2R,3R,5S)-3-hydroxy-5-(hydroxymethyl)-2-oxolanyl]-7-methyl-1H-purin-9-ium-6-one","2-amino-9-[(2<I>R</I>,3<I>R</I>,5<I>S</I>)-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7-methyl-1<I>H</I>-purin-9-ium-6-one","2-amino-9-[(2R,3R,5S)-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7-methyl-1H-purin-9-ium-6-one","2-azanyl-9-[(2R,3R,5S)-5-(hydroxymethyl)-3-oxidanyl-oxolan-2-yl]-7-methyl-1H-purin-9-ium-6-one","2-amino-9-[(2R,3R,5S)-3-hydroxy-5-methylol-tetrahydrofuran-2-yl]-7-methyl-1H-purin-9-ium-6-one","InChI=1S/C11H15N5O4/c1-15-4-16(10-6(18)2-5(3-17)20-10)8-7(15)9(19)14-11(12)13-8/h4-6,10,17-18H,2-3H2,1H3,(H2-,12,13,14,19)/p+1/t5-,6+,10+/m0/s1",UYEBDYOKOFXFSI-BAJZRUMYSA-O,,282.12022901,C11H16N5O4+,282.28,126,282.12022901,1,20,3,0,0,0,0,1,-1,"1
5
255","13  15  5
14  17  8
17  18  8
11  2  6
10  5  5
5  14  8
5  16  8
6  16  8
6  17  8
7  14  8
7  20  8
8  18  8
8  20  8",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])n(C([H])([H])[H])c3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])C1([H])[H],UYEBDYOKOFXFSI-BAJZRUMYSA-O,-2.2,,Cn1c[n+]([C@@H]2O[C@H](CO)C[C@H]2O)c2nc(N)[nH]c(=O)c21
2586,135854114,1,455,19,13,2,AAADceBzvgMAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYFsBfMFhCoQQdxdICAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;phosphoric acid","9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;phosphoric acid","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine;phosphoric acid","InChI=1S/C10H12N4O5.3H3O4P/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;3*1-5(2,3)4/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);3*(H3,1,2,3,4)/t4-,6-,7-,10-;;;/m1.../s1",CBVICCONRUWAOU-MSQVLRTGSA-N,,562.01145621,C10H21N4O17P3,562.21,362,562.01145621,0,34,4,0,0,0,0,4,-1,"1
5
255","27  21  6
21  30  8
21  31  8
22  31  8
22  32  8
23  30  8
23  34  8
24  33  8
24  34  8
28  29  6
30  32  8
32  33  8
25  5  5
26  6  5",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H].[H]OP(=O)(O[H])O[H].[H]OP(=O)(O[H])O[H].[H]OP(=O)(O[H])O[H],CBVICCONRUWAOU-MSQVLRTGSA-N,,,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
2587,135854802,1,576,10,4,5,AAADccBzvAIAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYHsBfMFxCoQQdxdICAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"[(2R,3S,4S,5R)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl methyl hydrogen phosphate","[(2R,3S,4S,5R)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)-2-oxolanyl]methyl methyl hydrogen phosphate","[(2<I>R</I>,3<I>S</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(6-oxo-1<I>H</I>-purin-9-yl)oxolan-2-yl]methyl methyl hydrogen phosphate","[(2R,3S,4S,5R)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl methyl hydrogen phosphate","[(2R,3S,4S,5R)-3,4-bis(oxidanyl)-5-(6-oxidanylidene-1H-purin-9-yl)oxolan-2-yl]methyl methyl hydrogen phosphate","[(2R,3S,4S,5R)-3,4-dihydroxy-5-(6-keto-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl methyl hydrogen phosphate","InChI=1S/C11H15N4O8P/c1-21-24(19,20)22-2-5-7(16)8(17)11(23-5)15-4-14-6-9(15)12-3-13-10(6)18/h3-5,7-8,11,16-17H,2H2,1H3,(H,19,20)(H,12,13,18)/t5-,7-,8+,11-/m1/s1",NZCHVHYLLLDWIS-ICQCTTRCSA-N,-2.4,362.06275045,C11H15N4O8P,362.23,165,362.06275045,0,24,4,0,0,0,0,1,-1,"1
5
255","16  10  6
10  19  8
10  20  8
11  20  8
11  21  8
12  19  8
12  23  8
13  22  8
13  23  8
17  18  6
19  21  8
21  22  8
14  3  6
15  4  5",[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OC([H])([H])[H])O[C@@]1([H])n1c([H])nc2c(=O)n([H])c([H])nc21,NZCHVHYLLLDWIS-ICQCTTRCSA-N,,,COP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H](O)[C@@H]1O
