recordIndex,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,PUBCHEM_BONDANNOTATIONS,smiles,inchiKey,PUBCHEM_XLOGP3_AA,PUBCHEM_NONSTANDARDBOND,Canonical_SMILES
-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,UGQMRVRMYYASKQ-KQYNXXCUSA-N,,,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
4472,139541569,1,525,9,4,4,AAADccBzuAIAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYFsBfMFxCoQQdxdICAgC0XEKABUIGoVECBWApAyCAeQIgPAgLDAGCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,[(3S)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl dihydrogen phosphate,[(3S)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)-2-oxolanyl]methyl dihydrogen phosphate,[(3<I>S</I>)-3-hydroxy-5-(6-oxo-1<I>H</I>-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate,[(3S)-3-hydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate,[(3S)-3-oxidanyl-5-(6-oxidanylidene-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate,[(3S)-3-hydroxy-5-(6-keto-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl dihydrogen phosphate,"InChI=1S/C10H13N4O7P/c15-5-1-7(21-6(5)2-20-22(17,18)19)14-4-13-8-9(14)11-3-12-10(8)16/h3-7,15H,1-2H2,(H,11,12,16)(H2,17,18,19)/t5-,6?,7?/m0/s1",PHNGFPPXDJJADG-VTSJMVTISA-N,,332.05218576,C10H13N4O7P,332.21,156,332.05218576,0,22,1,2,0,0,0,1,-1,"1
5
255","10  19  8
10  20  8
11  18  8
11  22  8
12  21  8
12  22  8
15  17  3
18  20  8
20  21  8
13  3  5
14  9  3
9  18  8
9  19  8",[H]O[C@@]1([H])C([H])([H])C([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)OC1([H])C([H])([H])OP(=O)(O[H])O[H],PHNGFPPXDJJADG-VTSJMVTISA-N,-2.8,,O=c1[nH]cnc2c1ncn2C1C[C@H](O)C(COP(=O)(O)O)O1
4473,139543727,1,464,6,3,3,AAADccBzuAAAAgAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAwCAAACBzjlgYHsBfMFgCoAQdxdACAgC0XEKABUAGoVECDWApAyCAfQIgPAQLTAGCwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-amino-9-[4-hydroxy-5-(iodomethyl)-3-methoxy-tetrahydrofuran-2-yl]-1H-purin-6-one,2-amino-9-[4-hydroxy-5-(iodomethyl)-3-methoxy-2-oxolanyl]-1H-purin-6-one,2-amino-9-[4-hydroxy-5-(iodomethyl)-3-methoxyoxolan-2-yl]-1<I>H</I>-purin-6-one,2-amino-9-[4-hydroxy-5-(iodomethyl)-3-methoxyoxolan-2-yl]-1H-purin-6-one,2-azanyl-9-[5-(iodanylmethyl)-3-methoxy-4-oxidanyl-oxolan-2-yl]-1H-purin-6-one,2-amino-9-[4-hydroxy-5-(iodomethyl)-3-methoxy-tetrahydrofuran-2-yl]hypoxanthine,"InChI=1S/C11H14IN5O4/c1-20-7-6(18)4(2-12)21-10(7)17-3-14-5-8(17)15-11(13)16-9(5)19/h3-4,6-7,10,18H,2H2,1H3,(H3,13,15,16,19)",GGJDSAHMMKRKIC-UHFFFAOYSA-N,-0.1,407.00905,C11H14IN5O4,407.16,124,407.00905,0,21,0,4,0,0,0,1,-1,"1
5
255","14  15  3
16  18  8
18  20  8
11  3  3
13  4  3
12  6  3
6  16  8
6  17  8
7  17  8
7  18  8
8  16  8
8  21  8
9  20  8
9  21  8",[H]OC1([H])C([H])(C([H])([H])I)OC([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)C1([H])OC([H])([H])[H],GGJDSAHMMKRKIC-UHFFFAOYSA-N,,,COC1C(O)C(CI)OC1n1cnc2c(=O)[nH]c(N)nc21
4474,139559957,1,559,6,4,3,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBdMFgDoCQdxdACAgC0XEKABUAGoVECDWApAyCAeQIAPAALTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-3-ethynyl-purin-6-one","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-3-ethynyl-6-purinone","2-amino-9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3-ethynylpurin-6-one","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3-ethynylpurin-6-one","2-azanyl-3-ethynyl-9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]purin-6-one","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]-3-ethynyl-purin-6-one","InChI=1S/C12H13N5O5/c1-2-16-10-6(9(21)15-12(16)13)14-4-17(10)11-8(20)7(19)5(3-18)22-11/h1,4-5,7-8,11,18-20H,3H2,(H2,13,15,21)/t5-,7-,8-,11-/m1/s1",UVMJCZBGCJKJGI-IOSLPCCCSA-N,-2.1,307.09166853,C12H13N5O5,307.26,146,307.09166853,0,22,4,0,0,0,0,1,-1,"1
5
255","14  15  6
16  18  8
18  19  8
12  2  5
13  3  5
11  6  6
6  16  8
6  17  8
7  16  8
7  20  8
8  17  8
8  18  8
9  19  8
9  20  8",[H]C#Cn1c(N([H])[H])nc(=O)c2nc([H])n([C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]3([H])O[H])c21,UVMJCZBGCJKJGI-IOSLPCCCSA-N,,,C#Cn1c(N)nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c21
4475,139569790,1,431,6,4,3,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUAGoVECBWApAyCAeQIgNAQLDAGGwcAYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[5-(1,2-dihydroxyethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","2-amino-9-[5-(1,2-dihydroxyethyl)-2-oxolanyl]-1H-purin-6-one","2-amino-9-[5-(1,2-dihydroxyethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","2-amino-9-[5-(1,2-dihydroxyethyl)oxolan-2-yl]-1H-purin-6-one","2-azanyl-9-[5-[1,2-bis(oxidanyl)ethyl]oxolan-2-yl]-1H-purin-6-one","2-amino-9-[5-(1,2-dihydroxyethyl)tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C11H15N5O4/c12-11-14-9-8(10(19)15-11)13-4-16(9)7-2-1-6(20-7)5(18)3-17/h4-7,17-18H,1-3H2,(H3,12,14,15,19)",ZIKRIHVEXXLUPE-UHFFFAOYSA-N,-1.5,281.11240398,C11H15N5O4,281.27,135,281.11240398,0,20,0,3,0,0,0,1,-1,"1
5
255","10  12  3
16  18  8
18  19  8
14  2  3
11  5  3
5  16  8
5  17  8
6  17  8
6  18  8
7  16  8
7  20  8
8  19  8
8  20  8",[H]OC([H])([H])C([H])(O[H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)C([H])([H])C1([H])[H],ZIKRIHVEXXLUPE-UHFFFAOYSA-N,,,Nc1nc2c(ncn2C2CCC(C(O)CO)O2)c(=O)[nH]1
4476,139604278,1,456,5,3,5,AAADceBzsAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAADRzhlgYHsBfMFgCoAQdxdACAgC0XEKABUIGoVECBWApAyCAeQIgMEQLDAGCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,5S)-5-(hydroxymethyl)tetrahydrofuran-2-yl]-2-(isobutylamino)-1H-purin-6-one","9-[(2R,5S)-5-(hydroxymethyl)-2-oxolanyl]-2-(2-methylpropylamino)-1H-purin-6-one","9-[(2<I>R</I>,5<I>S</I>)-5-(hydroxymethyl)oxolan-2-yl]-2-(2-methylpropylamino)-1<I>H</I>-purin-6-one","9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-2-(2-methylpropylamino)-1H-purin-6-one","9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-2-(2-methylpropylamino)-1H-purin-6-one","2-(isobutylamino)-9-[(2R,5S)-5-methyloltetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C14H21N5O3/c1-8(2)5-15-14-17-12-11(13(21)18-14)16-7-19(12)10-4-3-9(6-20)22-10/h7-10,20H,3-6H2,1-2H3,(H2,15,17,18,21)/t9-,10+/m0/s1",HUTVFYXKCMQQPV-VHSXEESVSA-N,0.8,307.16443955,C14H21N5O3,307.35,101,307.16443955,0,22,2,0,0,0,0,1,-1,"1
5
255","12  13  5
14  16  8
16  19  8
4  14  8
4  15  8
9  4  5
5  15  8
5  16  8
6  14  8
6  17  8
8  17  8
8  19  8",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc32)C([H])([H])C1([H])[H],HUTVFYXKCMQQPV-VHSXEESVSA-N,,,CC(C)CNc1nc2c(ncn2[C@H]2CC[C@@H](CO)O2)c(=O)[nH]1
4477,139663164,1,412,8,6,2,AAADceBzuAAAAAAAAAAAAAAAAAAAAWJAAAAAAAAABYAAAACxgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVEGDWApAyCAeQIgPFgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"3-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-hydroxy-4,5,6,7-tetrahydroimidazo[4,5-e][1,4]diazepin-8-one","3-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-6-hydroxy-4,5,6,7-tetrahydroimidazo[4,5-e][1,4]diazepin-8-one","3-[(2<I>R</I>,3<I>S</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-hydroxy-4,5,6,7-tetrahydroimidazo[4,5-e][1,4]diazepin-8-one","3-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-hydroxy-4,5,6,7-tetrahydroimidazo[4,5-e][1,4]diazepin-8-one","3-[(2R,3S,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-6-oxidanyl-4,5,6,7-tetrahydroimidazo[4,5-e][1,4]diazepin-8-one","3-[(2R,3S,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]-6-hydroxy-4,5,6,7-tetrahydroimidazo[4,5-e][1,4]diazepin-8-one","InChI=1S/C11H16N4O6/c16-2-4-7(18)8(19)11(21-4)15-3-13-6-9(15)12-1-5(17)14-10(6)20/h3-5,7-8,11-12,16-19H,1-2H2,(H,14,20)/t4-,5?,7-,8+,11-/m1/s1",WPXDIKKYRLAXPM-LHLFOETOSA-N,-1.6,300.10698424,C11H16N4O6,300.27,149,300.10698424,0,21,4,1,0,0,0,1,-1,"1
5
255","14  15  6
16  18  8
12  2  6
13  3  5
20  5  3
11  7  6
7  16  8
7  17  8
9  17  8
9  18  8",[H]OC1([H])N([H])C(=O)c2nc([H])n([C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]3([H])O[H])c2N([H])C1([H])[H],WPXDIKKYRLAXPM-LHLFOETOSA-N,,,O=C1NC(O)CNc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
4478,139665696,1,390,7,5,1,AAADccBzuAAAAAAAAAAAAAAAAAAAAeIAAAAgAAAAAAAAAEABgAAAHgAQCAAACDzhlgYFsBfMEgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAUQIgPAgLRAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAUAACgAAA==,"9-(2,3,4-trihydroxycyclopentyl)-1H-purin-6-one;hydrate","9-(2,3,4-trihydroxycyclopentyl)-1H-purin-6-one;hydrate","9-(2,3,4-trihydroxycyclopentyl)-1<I>H</I>-purin-6-one;hydrate","9-(2,3,4-trihydroxycyclopentyl)-1H-purin-6-one;hydrate","9-[2,3,4-tris(oxidanyl)cyclopentyl]-1H-purin-6-one;hydrate","9-(2,3,4-trihydroxycyclopentyl)hypoxanthine;hydrate","InChI=1S/C10H12N4O4.H2O/c15-5-1-4(7(16)8(5)17)14-3-13-6-9(14)11-2-12-10(6)18;/h2-5,7-8,15-17H,1H2,(H,11,12,18);1H2",ILCUWKABJGPMFT-UHFFFAOYSA-N,,270.09641956,C10H14N4O5,270.24,121,270.09641956,0,19,0,4,0,0,0,2,-1,"1
5
255","11  1  3
15  17  8
17  18  8
13  2  3
14  3  3
10  6  3
6  15  8
6  16  8
7  16  8
7  17  8
8  15  8
8  19  8
9  18  8
9  19  8",[H]OC1([H])C([H])([H])C([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H].[H]O[H],ILCUWKABJGPMFT-UHFFFAOYSA-N,,,O.O=c1[nH]cnc2c1ncn2C1CC(O)C(O)C1O
4479,139708371,1,403,6,4,3,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAUCAAACBzhlgYFsBfcFgCoAQdxdACAgC0XEKABUAGoVECBWApAyCAeQIgMAQLDAGCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-(hydroxyamino)-9-[(2R,5S)-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","2-(hydroxyamino)-9-[(2R,5S)-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","2-(hydroxyamino)-9-[(2<I>R</I>,5<I>S</I>)-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","2-(hydroxyamino)-9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-2-(oxidanylamino)-1H-purin-6-one","2-(hydroxyamino)-9-[(2R,5S)-5-methyloltetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H13N5O4/c16-3-5-1-2-6(19-5)15-4-11-7-8(15)12-10(14-18)13-9(7)17/h4-6,16,18H,1-3H2,(H2,12,13,14,17)/t5-,6+/m0/s1",GWKFEAAFHCNMCZ-NTSWFWBYSA-N,-1,267.09675391,C10H13N5O4,267.24,121,267.09675391,0,19,2,0,0,0,0,1,-1,"1
5
255","13  14  5
15  17  8
17  18  8
10  5  5
5  15  8
5  16  8
6  16  8
6  17  8
7  15  8
7  19  8
8  18  8
8  19  8",[H]ON([H])c1nc2c(nc([H])n2[C@]2([H])O[C@]([H])(C([H])([H])O[H])C([H])([H])C2([H])[H])c(=O)n1[H],GWKFEAAFHCNMCZ-NTSWFWBYSA-N,,,O=c1[nH]c(NO)nc2c1ncn2[C@H]1CC[C@@H](CO)O1
4480,139708372,1,430,6,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACByhlgYFuBfMFgCoAQdxdACAgC0XEKABUAGoVECRWApAyCAeQIgMAQLHAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,5S)-2-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","2-amino-9-[(2R,5S)-2-hydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","2-amino-9-[(2<I>R</I>,5<I>S</I>)-2-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","2-amino-9-[(2R,5S)-2-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","2-azanyl-9-[(2R,5S)-5-(hydroxymethyl)-2-oxidanyl-oxolan-2-yl]-1H-purin-6-one","2-amino-9-[(2R,5S)-2-hydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H13N5O4/c11-9-13-7-6(8(17)14-9)12-4-15(7)10(18)2-1-5(3-16)19-10/h4-5,16,18H,1-3H2,(H3,11,13,14,17)/t5-,10+/m0/s1",KMNXMNBCIAIJCA-XUOSJQGZSA-N,,267.09675391,C10H13N5O4,267.24,135,267.09675391,0,19,2,0,0,0,0,1,-1,"1
5
255","13  14  5
15  17  8
17  18  8
10  2  6
5  15  8
5  16  8
6  16  8
6  17  8
7  15  8
7  19  8
8  18  8
8  19  8",[H]OC([H])([H])[C@@]1([H])O[C@@](O[H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)C([H])([H])C1([H])[H],KMNXMNBCIAIJCA-XUOSJQGZSA-N,-2.1,,Nc1nc2c(ncn2[C@@]2(O)CC[C@@H](CO)O2)c(=O)[nH]1
4481,139712732,1,493,8,6,3,AAADccBzuABAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgQQCAAACBzl1waBsBfMFgSoAQdwdACAgC0HEKABUAG4VECDWApAyCAeQIgPAQLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-8-(sulfanylmethyl)-1H-purin-6-one","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-8-(mercaptomethyl)-1H-purin-6-one","2-amino-9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-8-(sulfanylmethyl)-1<I>H</I>-purin-6-one","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-8-(sulfanylmethyl)-1H-purin-6-one","2-azanyl-9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-8-(sulfanylmethyl)-1H-purin-6-one","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]-8-(mercaptomethyl)hypoxanthine","InChI=1S/C11H15N5O5S/c12-11-14-8-5(9(20)15-11)13-4(2-22)16(8)10-7(19)6(18)3(1-17)21-10/h3,6-7,10,17-19,22H,1-2H2,(H3,12,14,15,20)/t3-,6-,7-,10-/m1/s1",OBGDAMYXTQFAEW-KAFVXXCXSA-N,-1.8,329.07938977,C11H15N5O5S,329.34,156,329.07938977,0,22,4,0,0,0,0,1,-1,"1
5
255","10  21  8
10  22  8
15  16  5
17  19  8
19  21  8
13  3  6
14  4  6
12  7  5
7  17  8
7  18  8
8  18  8
8  19  8
9  17  8
9  22  8",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c(C([H])([H])S[H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],OBGDAMYXTQFAEW-KAFVXXCXSA-N,,,Nc1nc2c(nc(CS)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
4482,139757077,1,446,11,9,2,AAADceBzvAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUAGoVECDWApAyCAeQIgPAQLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;tetrahydrate","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;tetrahydrate","2-amino-9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;tetrahydrate","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;tetrahydrate","2-azanyl-9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;tetrahydrate","2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine;tetrahydrate","InChI=1S/C10H13N5O5.4H2O/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9;;;;/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19);4*1H2/t3-,5-,6-,9-;;;;/m1..../s1",ZCKRCILHGFBYAF-ZVQJTLEUSA-N,,355.13392726,C10H21N5O9,355.30,159,355.13392726,0,24,4,0,0,0,0,5,-1,"1
5
255","16  10  5
10  20  8
10  21  8
11  21  8
11  22  8
12  20  8
12  24  8
13  23  8
13  24  8
18  19  5
15  2  6
20  22  8
22  23  8
17  3  6",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],ZCKRCILHGFBYAF-ZVQJTLEUSA-N,,,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O.O.O.O
4483,139762604,1,590,12,5,7,AAADcfB7vAIAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCCAACBzhlgYHsBfMFxCoQQdxdICAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl phosphate;bis(2-hydroxyethyl(trimethyl)ammonium)","[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)-2-oxolanyl]methyl phosphate;bis(2-hydroxyethyl(trimethyl)ammonium)","[(2<I>R</I>,3<I>S</I>,4<I>R</I>,5<I>R</I>)-3,4-dihydroxy-5-(6-oxo-1<I>H</I>-purin-9-yl)oxolan-2-yl]methyl phosphate;bis(2-hydroxyethyl(trimethyl)azanium)","[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl phosphate;bis(2-hydroxyethyl(trimethyl)azanium)","[(2R,3S,4R,5R)-3,4-bis(oxidanyl)-5-(6-oxidanylidene-1H-purin-9-yl)oxolan-2-yl]methyl phosphate;bis(2-hydroxyethyl(trimethyl)azanium)","[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-keto-1H-purin-9-yl)tetrahydrofuran-2-yl]methyl phosphate;bis(2-hydroxyethyl(trimethyl)ammonium)","InChI=1S/C10H13N4O8P.2C5H14NO/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17;2*1-6(2,3)4-5-7/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20);2*7H,4-5H2,1-3H3/q;2*+1/p-2/t4-,6-,7-,10-;;/m1../s1",AXMZCYXAYFPODV-IDIVVRGQSA-L,,554.24652846,C20H39N6O10P,554.5,222,554.24652846,0,37,4,0,0,0,0,3,-1,"1
5
255","20  12  6
12  23  8
12  24  8
13  24  8
13  25  8
16  23  8
16  35  8
17  26  8
17  35  8
21  22  6
23  25  8
25  26  8
18  3  5
19  4  5",[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H].[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)([O-])[O-],AXMZCYXAYFPODV-IDIVVRGQSA-L,,,C[N+](C)(C)CCO.C[N+](C)(C)CCO.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
