jobName,jobDir,targetSmiles,numMolecules,numPathwayTargets,seconds,status
Bacillus_anthracis_High_pPotency_molecule_pathway1,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway1,NC(=CC=O)C(=O)C(C=O)C(N)=CC=O,4152,4141,48412.592982530594,ok
Bacillus_anthracis_High_pPotency_molecule_pathway2,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway2,C=CC(=O)NC1=CC(=O)O/C1=C/C=O,4152,4141,55910.55891537666,ok
Bacillus_anthracis_High_pPotency_molecule_pathway3,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway3,NC(=CC=O)C(=O)C(C=O)C=O,4152,4141,65889.53606748581,ok
Bacillus_anthracis_High_pPotency_molecule_pathway4,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway4,NC1=CC(O)O/C1=C/C=NO,4152,4141,54667.10574769974,ok
Bacillus_anthracis_High_pPotency_molecule_pathway5,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway5,NC(=O)C=C(N)C(=O)C(C=O)C=O,4152,4141,56128.75639510155,ok
Bacillus_anthracis_High_pPotency_molecule_pathway6,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway6,Nc1cccc(O)c1,4152,4141,51567.343110084534,ok
Bacillus_anthracis_High_pPotency_molecule_pathway7,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway7,NC(=CC=O)C(C=O)=C(N)C(=O)CC=O,4152,4141,62300.23478126526,ok
Bacillus_anthracis_High_pPotency_molecule_pathway8,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway8,NC(C=CC(=O)O)=CC(=O)O,4152,4141,45393.75615811348,ok
Bacillus_anthracis_High_pPotency_molecule_pathway9,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway9,NC(=CC=O)C(N)=CC(=O)O,4152,4141,65628.83968997002,ok
Bacillus_anthracis_High_pPotency_molecule_pathway10,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway10,NC(=CC=O)C(=O)CC(=O)C(N)=CC=O,4152,4141,63427.73469901085,ok
Bacillus_anthracis_High_pPotency_molecule_pathway11,/mnt/data.ese/nfs/users/sghosh6/DTRA_project/MACAW/doranet/scripts/Basidalin/Bacillus_anthracis/Bacillus_anthracis_High_pPotency_molecule_pathway11,NC1=CC(=O)OC1(N)C(C=O)C=O,4152,4141,61844.75085186958,ok
