recordIndex,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,PUBCHEM_BONDANNOTATIONS,smiles,inchiKey,PUBCHEM_XLOGP3_AA,PUBCHEM_NONSTANDARDBOND,Canonical_SMILES
316,136055440,1,408,12,10,4,AAADceB7/AAGAAAAAAAABAAAAAAAAWLEiQAgQAAAAAAAAEAB4AAAHgAQCAAACBzhlgYFsBfNlgCoAQdxdACAgC2XEKABUYGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1,7-dihydropurin-9-ium-6-one)","dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1,7-dihydropurin-9-ium-6-one)","dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one)","dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one)","bis(chloranyl)platinum;bis(9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one)","dichloroplatinum;bis(9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)-1,7-dihydropurin-9-ium-6-one)","InChI=1S/2C10H12N4O5.2ClH.Pt/c2*15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;;;/h2*2-4,6-7,10,15-17H,1H2,(H,11,12,18);2*1H;/q;;;;+2",GEKYBMOSBWRDDB-UHFFFAOYSA-N,,803.079689,C20H26Cl2N8O10Pt+2,804.5,262,803.079689,2,41,0,8,0,0,0,3,-1,"1
5
255","24  14  3
14  32  8
14  34  8
25  15  3
15  33  8
15  35  8
16  34  8
16  36  8
17  35  8
17  37  8
18  32  8
18  40  8
19  33  8
19  41  8
20  38  8
20  40  8
21  39  8
21  41  8
28  30  3
29  31  3
32  36  8
33  37  8
36  38  8
37  39  8
22  6  3
23  7  3
26  8  3
27  9  3",Cl[Pt]Cl.[H]OC([H])([H])C1([H])OC([H])([n+]2c([H])n([H])c3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H].[H]OC([H])([H])C1([H])OC([H])([n+]2c([H])n([H])c3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H],GEKYBMOSBWRDDB-UHFFFAOYSA-N,,,Cl[Pt]Cl.O=c1[nH]cnc2c1[nH]c[n+]2C1OC(CO)C(O)C1O.O=c1[nH]cnc2c1[nH]c[n+]2C1OC(CO)C(O)C1O
317,136065198,1,405,6,5,2,AAADccBzuAAAAAAAAAQAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfNlgCoAQdxdACAgC2XEKABUYGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1,7-dihydropurin-9-ium-6-one;silver","9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1,7-dihydropurin-9-ium-6-one;silver","9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one;silver","9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one;silver","9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one;silver","9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)-1,7-dihydropurin-9-ium-6-one;silver","InChI=1S/C10H12N4O5.Ag/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);/p+1",OEHVCHHBIFAWJU-UHFFFAOYSA-O,,375.99369,C10H13AgN4O5+,377.10,131,375.99369,1,20,0,4,0,0,0,2,-1,"1
5
255","10  19  8
10  20  8
14  15  3
16  18  8
18  19  8
12  3  3
13  4  3
11  7  3
7  16  8
7  17  8
8  17  8
8  18  8
9  16  8
9  20  8",[Ag].[H]OC([H])([H])C1([H])OC([H])([n+]2c([H])n([H])c3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H],OEHVCHHBIFAWJU-UHFFFAOYSA-O,,,O=c1[nH]cnc2c1[nH]c[n+]2C1OC(CO)C(O)C1O.[Ag]
318,136101689,1,408,14,8,4,AAADceB7/AAGAAAAAAAABAAAAAAAAWLEiQAgQAAAAAAAAEAB4AAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one)","dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one)","dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one)","dichloroplatinum;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one)","bis(chloranyl)platinum;bis(9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one)","dichloroplatinum;bis(9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)hypoxanthine)","InChI=1S/2C10H12N4O5.2ClH.Pt/c2*15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;;;/h2*2-4,6-7,10,15-17H,1H2,(H,11,12,18);2*1H;/q;;;;+2/p-2",GEKYBMOSBWRDDB-UHFFFAOYSA-L,,801.064039,C20H24Cl2N8O10Pt,802.4,258,801.064039,0,41,0,8,0,0,0,3,-1,"1
5
255","26  14  3
14  32  8
14  34  8
27  15  3
15  33  8
15  35  8
16  34  8
16  36  8
17  35  8
17  37  8
18  32  8
18  40  8
19  33  8
19  41  8
20  38  8
20  40  8
21  39  8
21  41  8
28  30  3
29  31  3
32  36  8
33  37  8
36  38  8
37  39  8
22  6  3
23  7  3
24  8  3
25  9  3",Cl[Pt]Cl.[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H].[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H],GEKYBMOSBWRDDB-UHFFFAOYSA-L,,,Cl[Pt]Cl.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O
319,136101693,1,405,16,10,4,AAADceB7/AAAAAAAAAAABAAAAAAAAWLEiQAgQAAAAAAAAEAB4AAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"azanide;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one);platinum(2+)","azanide;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one);platinum(2+)","azanide;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one);platinum(2+)","azanide;bis(9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one);platinum(2+)","azanide;bis(9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one);platinum(2+)","azanide;bis(9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)hypoxanthine);platinum(2+)","InChI=1S/2C10H12N4O5.2H2N.Pt/c2*15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;;;/h2*2-4,6-7,10,15-17H,1H2,(H,11,12,18);2*1H2;/q;;2*-1;+2",HWFAMIGZZCFVNR-UHFFFAOYSA-N,,763.163781,C20H28N10O10Pt,763.6,260,763.163781,0,41,0,8,0,0,0,5,-1,"1
5
255","26  12  3
12  32  8
12  34  8
27  13  3
13  33  8
13  35  8
14  34  8
14  36  8
15  35  8
15  37  8
16  32  8
16  40  8
17  33  8
17  41  8
18  38  8
18  40  8
19  39  8
19  41  8
28  30  3
29  31  3
32  36  8
33  37  8
36  38  8
37  39  8
22  4  3
23  5  3
24  6  3
25  7  3",[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H].[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H].[H][N-][H].[H][N-][H].[Pt+2],HWFAMIGZZCFVNR-UHFFFAOYSA-N,,,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[NH2-].[NH2-].[Pt+2]
320,136101694,1,405,7,4,2,AAADccBzuAAAAAAAAAQAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;silver","9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;silver","9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;silver","9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;silver","9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;silver","9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)hypoxanthine;silver","InChI=1S/C10H12N4O5.Ag/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);",OEHVCHHBIFAWJU-UHFFFAOYSA-N,,374.98586,C10H12AgN4O5,376.09,129,374.98586,0,20,0,4,0,0,0,2,-1,"1
5
255","10  19  8
10  20  8
14  15  3
16  18  8
18  19  8
11  3  3
13  4  3
12  7  3
7  16  8
7  17  8
8  17  8
8  18  8
9  16  8
9  20  8",[Ag].[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H],OEHVCHHBIFAWJU-UHFFFAOYSA-N,,,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[Ag]
321,136101695,1,405,12,9,2,AAADceBz+AAAAAAAACAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"azanide;9-[3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one;ruthenium(5+)","azanide;9-[3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one;ruthenium(5+)","azanide;9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one;ruthenium(5+)","azanide;9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;ruthenium(5+)","azanide;9-[5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one;ruthenium(5+)","azanide;9-(3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl)hypoxanthine;ruthenium(5+)","InChI=1S/C10H12N4O5.5H2N.Ru/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;;;;;;/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);5*1H2;/q;5*-1;+5",NUDUOPUUJQUZCA-UHFFFAOYSA-N,,450.078730,C10H22N9O5Ru,449.4,134,450.078730,0,25,0,4,0,0,0,7,-1,"1
5
255","10  24  8
10  25  8
19  20  3
21  23  8
23  24  8
16  3  3
17  4  3
18  7  3
7  21  8
7  22  8
8  22  8
8  23  8
9  21  8
9  25  8",[H]OC([H])([H])C1([H])OC([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)C([H])(O[H])C1([H])O[H].[H][N-][H].[H][N-][H].[H][N-][H].[H][N-][H].[H][N-][H].[Ru+5],NUDUOPUUJQUZCA-UHFFFAOYSA-N,,,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O.[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[Ru+5]
322,136110274,1,405,7,4,2,AAADccBzuDAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"disodium;9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","disodium;9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","disodium;9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","disodium;9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","disodium;9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","disodium;9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O5.2Na/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;;/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);;/q;2*+1/t4-,6-,7-,10-;;/m1../s1",WQKCJFXFZGRCPK-IDIVVRGQSA-N,,314.06030806,C10H12N4Na2O5+2,314.21,129,314.06030806,2,21,4,0,0,0,0,3,-1,"1
5
255","10  17  8
10  21  8
11  20  8
11  21  8
15  16  6
17  19  8
19  20  8
12  4  5
14  5  5
13  8  6
8  17  8
8  18  8
9  18  8
9  19  8",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H].[Na+].[Na+],WQKCJFXFZGRCPK-IDIVVRGQSA-N,,,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.[Na+].[Na+]
323,136162269,1,405,7,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>R</I>,3<I>R</I>,4<I>R</I>,5<I>S</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3R,4R,5S)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3R,4R,5S)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7+,10+/m0/s1",UGQMRVRMYYASKQ-FCIPNVEPSA-N,-1.3,268.08076950,C10H12N4O5,268.23,129,268.08076950,0,19,4,0,0,0,0,1,-1,"1
5
255","13  14  5
15  17  8
17  18  8
10  2  5
12  3  6
11  6  6
6  15  8
6  16  8
7  16  8
7  17  8
8  15  8
8  19  8
9  18  8
9  19  8",[H]OC([H])([H])[C@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@@]1([H])O[H],UGQMRVRMYYASKQ-FCIPNVEPSA-N,,,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
324,136242403,1,405,7,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,3S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2R,3S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>R</I>,3<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2R,3S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6?,7+,10-/m1/s1/i5+1,8+1,13+1",UGQMRVRMYYASKQ-RFFLEXJYSA-N,-1.3,271.08451406,C10H12N4O5,271.20,129,271.08451406,0,19,3,1,0,0,3,1,-1,"1
5
255","13  14  6
15  17  8
17  18  8
10  2  6
12  3  3
11  6  6
6  15  8
6  16  8
7  16  8
7  17  8
8  15  8
8  19  8
9  18  8
9  19  8",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])[15n][13c]3c(=O)n([H])c([H])n[13c]32)[C@@]([H])(O[H])C1([H])O[H],UGQMRVRMYYASKQ-RFFLEXJYSA-N,,,O=c1[nH]cn[13c]2[13c]1[15n]cn2[C@@H]1O[C@H](CO)C(O)[C@@H]1O
325,136590533,1,405,7,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2S,3R,5S)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2S,3R,5S)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>S</I>,3<I>R</I>,5<I>S</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2S,3R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2S,3R,5S)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","9-[(2S,3R,5S)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6?,7+,10-/m0/s1",UGQMRVRMYYASKQ-SHSJNFBSSA-N,-1.3,268.08076950,C10H12N4O5,268.23,129,268.08076950,0,19,3,1,0,0,0,1,-1,"1
5
255","13  14  5
15  17  8
17  18  8
10  2  5
12  3  3
11  6  5
6  15  8
6  16  8
7  16  8
7  17  8
8  15  8
8  19  8
9  18  8
9  19  8",[H]OC([H])([H])[C@]1([H])O[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])C1([H])O[H],UGQMRVRMYYASKQ-SHSJNFBSSA-N,,,O=c1[nH]cnc2c1ncn2[C@H]1O[C@@H](CO)C(O)[C@H]1O
326,136704542,1,405,7,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,3S,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2R,3S,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>R</I>,3<I>S</I>,4<I>R</I>,5<I>S</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2R,3S,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3S,4R,5S)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3S,4R,5S)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10+/m0/s1",UGQMRVRMYYASKQ-SXVXDFOESA-N,-1.3,268.08076950,C10H12N4O5,268.23,129,268.08076950,0,19,4,0,0,0,0,1,-1,"1
5
255","13  14  5
15  17  8
17  18  8
10  2  6
12  3  6
11  6  6
6  15  8
6  16  8
7  16  8
7  17  8
8  15  8
8  19  8
9  18  8
9  19  8",[H]OC([H])([H])[C@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@@]([H])(O[H])[C@@]1([H])O[H],UGQMRVRMYYASKQ-SXVXDFOESA-N,,,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
327,136740452,1,405,7,4,2,AAADccBzuAAAAAAAAAAAAAAAAAAAAWJAAAAgAAAAAAAAAEABgAAAHgAQCAAACBzhlgYFsBfMFgCoAQdxdACAgC0XEKABUIGoVECDWApAyCAeQIgPAgLTAGDwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1H-purin-6-one","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-1H-purin-6-one","9-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>R</I>)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1<I>H</I>-purin-6-one","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3R,4S,5R)-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-1H-purin-6-one","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methylol-tetrahydrofuran-2-yl]hypoxanthine","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1/i2+1,12+1",UGQMRVRMYYASKQ-OVPOXMQNSA-N,-1.3,270.08115923,C10H12N4O5,270.21,129,270.08115923,0,19,4,0,0,0,2,1,-1,"1
5
255","13  14  6
15  17  8
17  18  8
10  2  5
12  3  5
11  6  6
6  15  8
6  16  8
7  16  8
7  17  8
8  15  8
8  19  8
9  18  8
9  19  8",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)[15n]([H])[13c]([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],UGQMRVRMYYASKQ-OVPOXMQNSA-N,,,O=c1[15nH][13cH]nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
