StarterDirectory,NumPathways,PathwayNumber,AtomicEconomy,Reactant,Product,ReactionSMILES
starter_00000,1,1,1.0,CCC=C1OC(=O)[C@@H](C)[C@H]1O.O=C=O | C[C@@H]1C(=O)OC(=CCCC(=O)O)[C@@H]1O,C[C@@H]1C(=O)OC(=CCCC(=O)O)[C@@H]1O | CC=C1OC(=O)[C@@H](C)[C@@]1(O)CC(=O)O,CCC=C1OC(=O)[C@@H](C)[C@H]1O.O=C=O>>C[C@@H]1C(=O)OC(=CCCC(=O)O)[C@@H]1O | C[C@@H]1C(=O)OC(=CCCC(=O)O)[C@@H]1O>>CC=C1OC(=O)[C@@H](C)[C@@]1(O)CC(=O)O
starter_00001,3,1,0.9117681630733967,CCC=C1OC(=O)[C@H](O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O | C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=CCCO)C(=O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CCCO)C(=O)[C@H]1O | CC(O)CC=C1OC(=O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC=C1OC(=O)[C@H](O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O.O=C1OC(=CCCO)C(=O)[C@H]1O | C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=C1OC(=CCCO)C(=O)[C@H]1O>>CC(O)CC=C1OC(=O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
starter_00001,3,2,0.9117681630733967,CCC=C1OC(=O)[C@H](O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O | CCCC=C1OC(=O)[C@H](O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CCCC=C1OC(=O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O | CC(O)CC=C1OC(=O)[C@H](O)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC=C1OC(=O)[C@H](O)C1=O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>CCCC=C1OC(=O)[C@H](O)C1=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O | CCCC=C1OC(=O)[C@H](O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(O)CC=C1OC(=O)[C@H](O)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O
starter_00001,3,3,0.5375958739546273,CCC=C1OC(=O)[C@H](O)C1=O.CCC=C1OC(=O)[C@H](O)C1=O | CCCC=C1OC(=O)[C@H](O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC=C1OC(=O)[C@H](O)C1=O.CCCC=C1OC(=O)[C@H](O)C1=O | CC(O)CC=C1OC(=O)[C@H](O)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CCC=C1OC(=O)[C@H](O)C1=O.CCC=C1OC(=O)[C@H](O)C1=O>>CC=C1OC(=O)[C@H](O)C1=O.CCCC=C1OC(=O)[C@H](O)C1=O | CCCC=C1OC(=O)[C@H](O)C1=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(O)CC=C1OC(=O)[C@H](O)C1=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O
starter_00002,1,1,1.0,CCC=C(O)C(=O)CC(=O)O | CCC=C1OC(=O)CC1=O.O,CCC=C1OC(C(=O)O)C1O | CCC=C(O)C(=O)CC(=O)O,CCC=C(O)C(=O)CC(=O)O>>CCC=C1OC(C(=O)O)C1O | CCC=C1OC(=O)CC1=O.O>>CCC=C(O)C(=O)CC(=O)O
starter_00003,1,1,1.0,CCC=C1C[C@H](CC)C(=O)O1.O=C=O | CCC=C1C[C@H](CCC(=O)O)C(=O)O1,CCC=C1C[C@H](CCC(=O)O)C(=O)O1 | CCC=C1OC(=O)[C@@H](C)C1CC(=O)O,CCC=C1C[C@H](CC)C(=O)O1.O=C=O>>CCC=C1C[C@H](CCC(=O)O)C(=O)O1 | CCC=C1C[C@H](CCC(=O)O)C(=O)O1>>CCC=C1OC(=O)[C@@H](C)C1CC(=O)O
starter_00004,2,1,1.0,CCC=C1OC(=O)[C@H](C(C)C)[C@H]1O | CC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O.O=C=O,CC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O | CC(C)C=C1OC(=O)[C@H](CCC(=O)O)[C@H]1O,CCC=C1OC(=O)[C@H](C(C)C)[C@H]1O>>CC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O | CC[C@H]1C(=O)OC(=CC(C)C)[C@@H]1O.O=C=O>>CC(C)C=C1OC(=O)[C@H](CCC(=O)O)[C@H]1O
starter_00004,2,2,1.0,CCC=C1OC(=O)[C@H](C(C)C)[C@H]1O.O=C=O | CCC=C1OC(=O)[C@H](C(C)CC(=O)O)[C@H]1O,CCC=C1OC(=O)[C@H](C(C)CC(=O)O)[C@H]1O | CC(C)C=C1OC(=O)[C@H](CCC(=O)O)[C@H]1O,CCC=C1OC(=O)[C@H](C(C)C)[C@H]1O.O=C=O>>CCC=C1OC(=O)[C@H](C(C)CC(=O)O)[C@H]1O | CCC=C1OC(=O)[C@H](C(C)CC(=O)O)[C@H]1O>>CC(C)C=C1OC(=O)[C@H](CCC(=O)O)[C@H]1O
starter_00005,1,1,0.6022738875474302,CCC=C1OC(=O)[C@@](CC)(OC)[C@H]1O.O | CCC=C1OC(=O)[C@H](OC)[C@H]1O.CCC=C1OC(=O)[C@H](OC)[C@H]1O,CC[C@@]1(OC)C(O)OC(=CC(C)O)[C@@H]1O | C=C1OC(=O)[C@H](OC)[C@H]1O.CCC=C1OC(=O)[C@@](CC)(OC)[C@H]1O,CCC=C1OC(=O)[C@@](CC)(OC)[C@H]1O.O>>CC[C@@]1(OC)C(O)OC(=CC(C)O)[C@@H]1O | CCC=C1OC(=O)[C@H](OC)[C@H]1O.CCC=C1OC(=O)[C@H](OC)[C@H]1O>>C=C1OC(=O)[C@H](OC)[C@H]1O.CCC=C1OC(=O)[C@@](CC)(OC)[C@H]1O
starter_00006,1,1,0.5628181060704929,C=CC[C@@H]1C(=O)OC(=CCC)[C@H]1O.C=CC[C@@H]1C(=O)OC(=CCC)[C@H]1O | C=CC[C@@]1(C=C)C(=O)OC(=CCC)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,C=CC[C@@]1(C=C)C(=O)OC(=CCC)[C@H]1O.CCC=C1OC(=O)[C@@H](C)[C@@H]1O | C=C[C@]1(CC2CO2)C(=O)OC(=CCC)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C=CC[C@@H]1C(=O)OC(=CCC)[C@H]1O.C=CC[C@@H]1C(=O)OC(=CCC)[C@H]1O>>C=CC[C@@]1(C=C)C(=O)OC(=CCC)[C@H]1O.CCC=C1OC(=O)[C@@H](C)[C@@H]1O | C=CC[C@@]1(C=C)C(=O)OC(=CCC)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>C=C[C@]1(CC2CO2)C(=O)OC(=CCC)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O
starter_00007,2,1,1.0,CCC=C1OC(=O)[C@H](C)C1=O.O | CCCC1(O)OC(=O)[C@H](C)C1=O.O,CCCC1(O)OC(=O)[C@H](C)C1=O | CCC(O)C1(O)OC(=O)[C@H](C)C1O,CCC=C1OC(=O)[C@H](C)C1=O.O>>CCCC1(O)OC(=O)[C@H](C)C1=O | CCCC1(O)OC(=O)[C@H](C)C1=O.O>>CCC(O)C1(O)OC(=O)[C@H](C)C1O
starter_00007,2,2,1.0,CCC(O)=C1OC(=O)[C@H](C)C1O.O | CCC=C1OC(=O)[C@H](C)C1=O.O,CCC(O)C1(O)OC(=O)[C@H](C)C1O | CCC(O)=C1OC(=O)[C@H](C)C1O,CCC(O)=C1OC(=O)[C@H](C)C1O.O>>CCC(O)C1(O)OC(=O)[C@H](C)C1O | CCC=C1OC(=O)[C@H](C)C1=O.O>>CCC(O)=C1OC(=O)[C@H](C)C1O
starter_00009,2,1,0.9307876720223138,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1O | CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1OC(C)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1OC(C)=O | CC(=O)O[C@@H]1C(=CCCO)OC(=O)[C@H]1C(C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1OC(C)=O | CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1OC(C)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(=O)O[C@@H]1C(=CCCO)OC(=O)[C@H]1C(C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O
starter_00009,2,2,0.9307876720223138,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CC(C)[C@@H]1C(=O)OC(=CCCO)[C@H]1O | CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,CC(=O)O[C@@H]1C(=CCCO)OC(=O)[C@H]1C(C)C.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS | CC(C)[C@@H]1C(=O)OC(=CCCO)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O.CC(C)[C@@H]1C(=O)OC(=CCCO)[C@H]1O>>CC(=O)O[C@@H]1C(=CCCO)OC(=O)[C@H]1C(C)C.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS | CCC=C1OC(=O)[C@@H](C(C)C)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CC(C)[C@@H]1C(=O)OC(=CCCO)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O
starter_00010,1,1,0.571479541406122,CCC=C1OC(=O)[C@@H](OC)[C@@]1(O)CC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O | CCC=C1OC(=O)[C@@H](OC)[C@H]1O.CCC=C1OC(=O)[C@@H](OC)[C@H]1O,CCC=C1OC(=O)[C@@H](OC)[C@@]1(O)CCO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O | C=C1OC(=O)[C@@H](OC)[C@H]1O.CCC=C1OC(=O)[C@@H](OC)[C@@]1(O)CC,CCC=C1OC(=O)[C@@H](OC)[C@@]1(O)CC.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CCC=C1OC(=O)[C@@H](OC)[C@@]1(O)CCO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O | CCC=C1OC(=O)[C@@H](OC)[C@H]1O.CCC=C1OC(=O)[C@@H](OC)[C@H]1O>>C=C1OC(=O)[C@@H](OC)[C@H]1O.CCC=C1OC(=O)[C@@H](OC)[C@@]1(O)CC
starter_00011,2,1,0.5678776866473251,C=CC[C@@H]1C(=O)OC(=C(CC)CC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O | C=CC[C@@H]1C(=O)OC(=CCC)[C@@H]1O.C=CC[C@@H]1C(=O)OC(=CCC)[C@@H]1O,CCC(CC)=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O | C=CC[C@@H]1C(=O)OC(=C(CC)CC)[C@@H]1O.C=CC[C@@H]1C(=O)OC(=C)[C@@H]1O,C=CC[C@@H]1C(=O)OC(=C(CC)CC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CCC(CC)=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O | C=CC[C@@H]1C(=O)OC(=CCC)[C@@H]1O.C=CC[C@@H]1C(=O)OC(=CCC)[C@@H]1O>>C=CC[C@@H]1C(=O)OC(=C(CC)CC)[C@@H]1O.C=CC[C@@H]1C(=O)OC(=C)[C@@H]1O
starter_00011,2,2,0.5232133855609458,C=CC[C@@H]1C(=O)OC(=CCC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O | CCC=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.CCC=C1OC(=O)[C@@H](CC2CO2)[C@H]1O,CCC=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O | C=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.CCC(CC)=C1OC(=O)[C@@H](CC2CO2)[C@H]1O,C=CC[C@@H]1C(=O)OC(=CCC)[C@@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O>>CCC=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O | CCC=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.CCC=C1OC(=O)[C@@H](CC2CO2)[C@H]1O>>C=C1OC(=O)[C@@H](CC2CO2)[C@H]1O.CCC(CC)=C1OC(=O)[C@@H](CC2CO2)[C@H]1O
starter_00013,2,1,0.5969047177038748,CCC=C1OC(=O)[C@@H](C(C)C)C1=O.CCC=C1OC(=O)[C@@H](C(C)C)C1=O | CCCCC=C1OC(=O)[C@@H](C(C)C)C1=O.O,C=C1OC(=O)[C@@H](C(C)C)C1=O.CCCCC=C1OC(=O)[C@@H](C(C)C)C1=O | CCCCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C,CCC=C1OC(=O)[C@@H](C(C)C)C1=O.CCC=C1OC(=O)[C@@H](C(C)C)C1=O>>C=C1OC(=O)[C@@H](C(C)C)C1=O.CCCCC=C1OC(=O)[C@@H](C(C)C)C1=O | CCCCC=C1OC(=O)[C@@H](C(C)C)C1=O.O>>CCCCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C
starter_00013,2,2,0.5700530379456037,CCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C.CCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C | CCC=C1OC(=O)[C@@H](C(C)C)C1=O.O,C=C(O)C(=O)[C@@H](C(=O)O)C(C)C.CCCCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C | CCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C,CCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C.CCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C>>C=C(O)C(=O)[C@@H](C(=O)O)C(C)C.CCCCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C | CCC=C1OC(=O)[C@@H](C(C)C)C1=O.O>>CCC=C(O)C(=O)[C@@H](C(=O)O)C(C)C
starter_00014,8,1,0.5986746767590079,CCC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@H]1O | CCC=C1OC(=O)C[C@]1(O)CC,C=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@]1(O)CC | CCC(C)=C1OC(=O)C[C@@]1(C)O,CCC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@H]1O>>C=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@]1(O)CC | CCC=C1OC(=O)C[C@]1(O)CC>>CCC(C)=C1OC(=O)C[C@@]1(C)O
starter_00014,8,2,0.5986746767590079,CCC(CC)=C1OC(=O)C[C@@H]1O | CCC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@H]1O,CCC(C)=C1OC(=O)C[C@@]1(C)O | C=C1OC(=O)C[C@@H]1O.CCC(CC)=C1OC(=O)C[C@@H]1O,CCC(CC)=C1OC(=O)C[C@@H]1O>>CCC(C)=C1OC(=O)C[C@@]1(C)O | CCC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@H]1O>>C=C1OC(=O)C[C@@H]1O.CCC(CC)=C1OC(=O)C[C@@H]1O
starter_00014,8,3,0.5705264216401026,CCC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@H]1O | CCC=C1OC(=O)C[C@@]1(C)O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@]1(C)O | CCC(C)=C1OC(=O)C[C@@]1(C)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@H]1O>>CC=C1OC(=O)C[C@@H]1O.CCC=C1OC(=O)C[C@@]1(C)O | CCC=C1OC(=O)C[C@@]1(C)O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>CCC(C)=C1OC(=O)C[C@@]1(C)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
starter_00014,8,4,0.5449062305914292,CCC(C)=C1OC(=O)C[C@@H]1O.CCC(C)=C1OC(=O)C[C@@H]1O | CCC=C1OC(=O)C[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CCC(C)=C1OC(=O)C[C@@]1(C)O.CCC=C1OC(=O)C[C@@H]1O | CCC(C)=C1OC(=O)C[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,CCC(C)=C1OC(=O)C[C@@H]1O.CCC(C)=C1OC(=O)C[C@@H]1O>>CCC(C)=C1OC(=O)C[C@@]1(C)O.CCC=C1OC(=O)C[C@@H]1O | CCC=C1OC(=O)C[C@@H]1O.C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O>>CCC(C)=C1OC(=O)C[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
