DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key,Canonical_SMILES
DB09187,,Lortalamine,70384-91-7,9GIR4SV22T,Lortalamine,MJRPHRMGEKCADU-UHFFFAOYSA-N,CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1
DB09188,,Amedalin,22136-26-1,M49EDJ159O,3-methyl-3-(3-(methylamino)propyl)-1-phenyl-2-indolinone,HBGWAZBZXJBYQD-IBGZPJMESA-N,CNCCC[C@]1(C)C(=O)N(c2ccccc2)c2ccccc21
DB09189,,Daledalin,22136-27-2,IT56261A5A,Daledalin,YFAIJBZEDDOCAN-UHFFFAOYSA-N,CNCCCC1(C)CN(c2ccccc2)c2ccccc21
DB09190,,Talopram,7182-51-6,5PY881HC79,Phthalapromine | Talopram,LJBBMCNHIUJBDU-UHFFFAOYSA-N,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21
DB09191,,Talsupram,21489-20-3,C6Z73MW6CR,Talsupram,FKHYYOUFMJBLAF-UHFFFAOYSA-N,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21
DB09192,,Tandamine,42408-80-0,6L5FH5A43E,Tandamine,BRPOADLGOFPKKJ-UHFFFAOYSA-N,CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C
DB09193,,"CP-39,332",61764-60-1,R0YEK8P3H4,,HLOCJJORRHQDKS-UHFFFAOYSA-N,CNC1Cc2ccccc2C(c2ccccc2)C1
DB09194,,Etoperidone,52942-31-1,KAI6MVO39Z,Etoperidone,IZBNNCFOBMGTQX-UHFFFAOYSA-N,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC
DB09195,,Lorpiprazole,108785-69-9,0M14O7T47Q,Lorpiprazole,BNRMWKUVWLKDQJ-YJBOKZPZSA-N,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1
DB09196,,Lubazodone,161178-07-0,850TB2B172,Lubazodone,HTODIQZHVCHVGM-JTQLQIEISA-N,Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2
DB09197,,Mepiprazole,20326-12-9,977BAL0NR7,Mepiprazol | Mepiprazole | Mepiprazolum,DOTIMEKVTCOGED-UHFFFAOYSA-N,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1
DB09198,,Lobeglitazone,607723-33-1,MY89F08K5D,Lobeglitazone,CHHXEZSCHQVSRE-UHFFFAOYSA-N,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1
DB09199,,Netoglitazone,161600-01-7,QOV2JZ647A,Netoglitazone,PKWDZWYVIHVNKS-UHFFFAOYSA-N,O=C1NC(=O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1
DB09200,,Rivoglitazone,185428-18-6,3A3N0634Q6,Rivoglitazone,XMSXOLDPMGMWTH-UHFFFAOYSA-N,COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1
DB09201,,Ciglitazone,74772-77-3,U8QXS1WU8G,ciglitazona | Ciglitazone,YZFWTZACSRHJQD-UHFFFAOYSA-N,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
DB09202,,Cirazoline,59939-16-1,QK318GVY3Y,Cirazoline,YAORIDZYZDUZCM-UHFFFAOYSA-N,c1ccc(C2CC2)c(OCC2=NCCN2)c1
DB09203,,Synephrine,94-07-5,PEG5DP7434,(±)-Synephrine | Oxedrine | p-synephrine | Synephrine,YRCWQPVGYLYSOX-UHFFFAOYSA-N,CNCC(O)c1ccc(O)cc1
DB09204,,Arotinolol,68377-92-4,394E3P3B99,Arotinolol,BHIAIPWSVYSKJS-UHFFFAOYSA-N,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1
DB09205,,Moxisylyte,54-32-0,PW8QYA7KI0,(2-(4-ACETOXY-2-ISOPROPYL-5-METHYLPHENOXY)ETHYL)DIMETHYLAMINE | 6-ACETOXYTHYMOL 2-(DIMETHYLAMINO)ETHYL ETHER | Moxisylyte | Thymoxamine,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
DB09206,,Trimazosin,35795-16-5,31L760807H,Trimazosin,YNZXWQJZEDLQEG-UHFFFAOYSA-N,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC
DB09207,,AS-8112,,,,DALSFUWTAOKVTF-GFCCVEGCSA-N,CCN1CCN(C)C[C@@H](NC(=O)c2cc(Br)c(NC)cc2OC)C1
DB09209,,Pholcodine,509-67-1,LPP64AWZ7L,folcodina | Pholcodine,GPFAJKDEDBRFOS-FKQDBXSBSA-N,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
DB09210,,Piracetam,7491-74-9,ZH516LNZ10,Piracetam | Piracetamum,GMZVRMREEHBGGF-UHFFFAOYSA-N,NC(=O)CN1CCCC1=O
DB09211,,Limaprost,74397-12-9,L02U804092,Limaprost | Limaprost alfadex,OJZYRQPMEIEQFC-UAWLTFRCSA-N,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)O
DB09212,,Loxoprofen,68767-14-6,3583H0GZAP,Loxoprofen | Loxoprofene | Loxoprofeno | Loxoprofenum,YMBXTVYHTMGZDW-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
DB09213,,Dexibuprofen,51146-56-6,671DKG7P5S,(+)-(S)-p-isobutylhydratropic acid | (2S)-2-(4-isobutylphenyl)propanoic acid | (S)-α-methyl-4-(2-methylpropyl)benzeneacetic acid | d-ibuproten | Dexibuprofen | Dexibuprofeno,HEFNNWSXXWATRW-JTQLQIEISA-N,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
DB09214,,Dexketoprofen,22161-81-5,6KD9E78X68,Dexketoprofen | Dexketoprofeno,DKYWVDODHFEZIM-NSHDSACASA-N,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
DB09215,,Droxicam,90101-16-9,F24ADO1E2D,Droxicam,OEHFRZLKGRKFAS-UHFFFAOYSA-N,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O
DB09216,,Tolfenamic acid,13710-19-5,3G943U18KM,Acide tolfenamique | ácido tolfenámico | Acidum tolfenamicum | Tolfenamic acid,YEZNLOUZAIOMLT-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
DB09217,,Firocoxib,189954-96-9,Y6V2W4S4WT,Firocoxib,FULAPETWGIGNMT-UHFFFAOYSA-N,CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1
DB09218,,Clonixin,17737-65-4,V7DXN0M42R,Clonixin | clonixino,CLOMYZFHNHFSIQ-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
DB09219,,Bisoxatin,17692-24-9,7C75N0L7FP,Bisoxatin,BPKUDUSVDVLOPY-UHFFFAOYSA-N,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1
DB09220,,Nicorandil,65141-46-0,260456HAM0,2-Nicotinamidoethyl nitrate | N-(2-Hydroxyethyl)nicotinamide nitrate | N-(2-Hydroxyethyl)nicotinamide nitrate (ester) | Nicorandil | Nicorandilum,LBHIOVVIQHSOQN-UHFFFAOYSA-N,O=C(NCCO[N+](=O)[O-])c1cccnc1
DB09221,,Polaprezinc,107667-60-7,0WA1B15A1Z,beta-Alanyl-L-histidinato zinc | Polaprezinc | Zinc L-carnosine,IGXZLYMCFZHNKW-FJXQXJEOSA-L,NCCC(=O)N1[Zn]OC(=O)[C@@H]1Cc1cnc[nH]1
DB09223,,Blonanserin,132810-10-7,AQ316B4F8C,Blonanserin,XVGOZDAJGBALKS-UHFFFAOYSA-N,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
DB09224,,Melperone,3575-80-2,J8WA3K39B7,Melperone,DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
DB09225,,Zotepine,26615-21-4,U29O83JAZW,Zotepina | Zotepine,HDOZVRUNCMBHFH-UHFFFAOYSA-N,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
DB09226,,Brilaroxazine,1239729-06-6,X8L60BA01I,"6-(4-(4-(2,3-Dichlorophenyl)-piperazin-1-yl)-butoxy)-2H-benzo(b)(1,4)oxazin-3(4H)-one | Brilaroxazina | Brilaroxazine | Brilaroxazinum",PMKMNTBZJOXTJW-UHFFFAOYSA-N,O=C1COc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
DB09227,,Barnidipine,104713-75-9,2VBY96ASWJ,Barnidipine | Barnidipino | Mepirodipine,VXMOONUMYLCFJD-DHLKQENFSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1
DB09229,,Aranidipine,86780-90-7,4Y7UR6X2PO,Aranidipine,NCUCGYYHUFIYNU-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
DB09230,,Azelnidipine,123524-52-7,PV23P19YUG,Azelnidipine,ZKFQEACEUNWPMT-UHFFFAOYSA-N,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1
DB09231,,Benidipine,105979-17-7,K2TQS8L6NJ,Benidipine,QZVNQOLPLYWLHQ-ZEQKJWHPSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1
DB09232,,Cilnidipine,132203-70-4,97T5AZ1JIP,Cilnidipine,KJEBULYHNRNJTE-DHZHZOJOSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
DB09233,,Cronidipine,113759-50-5,7TXJ9MY5V9,Cronidipine,CNIJVNPIIHWRRP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2COC3(CCN(c4ccc(Cl)cc4)CC3)O2)C1c1cccc([N+](=O)[O-])c1
DB09234,,Darodipine,72803-02-2,N4AL7X96GL,Darodipine,QERUYFVNIOLCHV-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12
DB09235,,Efonidipine,111011-63-3,40ZTP2T37Q,Efonidipine,NSVFSAJIGAJDMR-UHFFFAOYSA-N,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
DB09236,,Lacidipine,103890-78-4,260080034N,Lacidipine | Lacidipino,GKQPCPXONLDCMU-CCEZHUSRSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
DB09237,,Levamlodipine,103129-82-4,0P6NLP6806,Levamlodipine | Levoamlodipine | S-amlodipine,HTIQEAQVCYTUBX-KRWDZBQOSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl
DB09238,,Manidipine,89226-50-6,6O4754US88,Manidipine | Manidipino,ANEBWFXPVPTEET-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
DB09239,,Niguldipine,113165-32-5,Z81N45O25Z,Niguldipine,SVJMLYUFVDMUHP-XIFFEERXSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1
DB09240,,Niludipine,22609-73-0,9844OS3B0J,Niludipine,VZWXXKDFACOXNT-UHFFFAOYSA-N,CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1
DB09241,,Methylene blue,61-73-4,8NAP7826UB,Azul de metileno | Basic Blue 9 | C.I. basic blue 9 | Chlorure de méthylthioninium | Cloruro de metiltioninio | Lowacryl blue 9 | Methylene blue | Methylene blue anhydrous | Methylenium ceruleum | Methylthioninii chloridum | Methylthioninium chloride | Solvent blue 8 | Swiss blue,CXKWCBBOMKCUKX-UHFFFAOYSA-M,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
DB09242,,Moxonidine,75438-57-2,CC6X0L40GW,"(2R,4R)-1-[(2S)-5-[(aminoiminomethyl)amino]-1-oxo-2-[[(1,2,3,4-tetrahydro-3-methyl-8- quinolinyl)sulfonyl]amino]pentyl]-4-methyl-2-piperidinecarboxylic acid | Moxonidina | Moxonidine | Moxonidinum",WPNJAUFVNXKLIM-UHFFFAOYSA-N,COc1nc(C)nc(Cl)c1NC1=NCCN1
DB09243,,Hydracarbazine,3614-47-9,6CTK2FB9QM,Hydracarbazine,WRYZEGZNBYOMLE-UHFFFAOYSA-N,NNc1ccc(C(N)=O)nn1
DB09244,,Pirlindole,60762-57-4,V39YPH45FZ,"2,3,3a,4,5,6-Hexahydro-8-methyl-1H-pyrazino(3,2,1-jk)carbazole | Pirlindol | Pirlindole | Pirlindolum",IWVRVEIKCBFZNF-UHFFFAOYSA-N,Cc1ccc2c(c1)c1c3n2CCNC3CCC1
DB09245,,Toloxatone,29218-27-7,5T206015T5,Toloxatone,MXUNKHLAEDCYJL-UHFFFAOYSA-N,Cc1cccc(N2CC(CO)OC2=O)c1
DB09246,,Benmoxin,7654-03-7,XC9FY2SGBG,Benmoxin | Mebamoxine,BEWNZPMDJIGBED-UHFFFAOYSA-N,CC(NNC(=O)c1ccccc1)c1ccccc1
DB09247,,Iproclozide,3544-35-2,1II9D6CB3J,Iproclozide,GGECDTUJZOXAAR-UHFFFAOYSA-N,CC(C)NNC(=O)COc1ccc(Cl)cc1
DB09248,,Mebanazine,65-64-5,Z5R55CJ4CG,Mebanazine,HHRZAEJMHSGZNP-UHFFFAOYSA-N,CC(NN)c1ccccc1
DB09249,,Octamoxin,4684-87-1,0HXY3M6S54, 2-octylhydrazine | Octamoxin,FODQIVGFADUBKE-UHFFFAOYSA-N,CCCCCCC(C)NN
DB09250,,Pheniprazine,55-52-7,37VKD7067M,Pheniprazine,VXTWEDPZMSVFEF-UHFFFAOYSA-N,CC(Cc1ccccc1)NN
DB09251,,Phenoxypropazine,3818-37-9,8E92V52324,"(1-METHYL-2-PHENOXYETHYL)HYDRAZINE | Fenoxypropazine | HYDRAZINE, (1-METHYL-2-PHENOXYETHYL)- | Phenoxypropazine",QNEXFJFTGQBXBJ-UHFFFAOYSA-N,CC(COc1ccccc1)NN
DB09252,,Pivhydrazine,306-19-4,TK1T520ASG,Pivalylbenzhydrazine | Pivazide | Pivhydrazine,FWWDFDMCZLOXQI-UHFFFAOYSA-N,CC(C)(C)C(=O)NNCc1ccccc1
DB09253,,Safrazine,33419-68-0,F5G0P5378C,Safra | Safrazine,IBWPUTAKVGZXRB-UHFFFAOYSA-N,CC(CCc1ccc2c(c1)OCO2)NN
DB09254,,Caroxazone,18464-39-6,807N226MNL,Caroxazone,KYCBWEZLKCTALM-UHFFFAOYSA-N,NC(=O)CN1Cc2ccccc2OC1=O
DB09256,,Tegafur,17902-23-7,1548R74NSZ,1-(2-Tetrahydrofuryl)-5-fluorouracil | Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,O=c1[nH]c(=O)n(C2CCCO2)cc1F
DB09257,,Gimeracil,103766-25-2,UA8SE1325T,"5-Chloro-2,4-dihydroxypyridine | 5-Chloro-4-hydroxy-2-pyridone | Gimeracil | gimestat | Teysuno | Ts-1 (TN)",ZPLQIPFOCGIIHV-UHFFFAOYSA-N,O=c1cc(O)c(Cl)c[nH]1
DB09262,,Imidafenacin,170105-16-5,XJR8Y07LJO,Imidafenacin,SQKXYSGRELMAAU-UHFFFAOYSA-N,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
DB09267,,Strontium ranelate,135459-87-9,04NQ160FRU,Strontium ranelate,XXUZFRDUEGQHOV-UHFFFAOYSA-J,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2]
DB09268,,Picosulfuric acid,10040-34-3,95D580798S,Picosulfate | Picosulfuric acid | Picosulphate,UJIDKYTZIQTXPM-UHFFFAOYSA-N,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
DB09269,,Phenylacetic acid,103-82-2,ER5I1W795A,".ALPHA.-TOLUIC ACID | .OMEGA.-PHENYLACETIC ACID | 2-PHENYLACETIC ACID | ACETIC ACID, PHENYL- | ANTINEOPLASTON AS 2-1 COMPONENT PHENYLACETIC ACID | ANTINEOPLASTON AS2-1 COMPONENT PHENYLACETIC ACID | ASTUGENAL COMPONENT PHENYLACETIC ACID | benzeneacetic acid | α-toluic acid | ω-phenylacetic acid",WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)Cc1ccccc1
DB09270,,Ubidecarenone,303-98-0,EJ27X76M46,Co Enzyme Q10 | Co-enzyme Q 10 | Co-Enzyme Q10 | Coenzyme Q 10 | Coenzyme Q-10 | Coenzyme Q10 | CoQ10 | Ubidecarenone | Ubiquinone | Vitamin Q10,ACTIUHUUMQJHFO-UPTCCGCDSA-N,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
DB09271,,Cimetropium,150521-16-7,1N3H74AYTK,Cimetropium | Cimetropium cation | Cimetropium ion,QVVOZYKELHAIPX-WVHCHWADSA-N,C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
DB09272,,Eluxadoline,864821-90-9,45TPJ4MBQ1,"5-({(4-carbamoyl-2,6-dimethyl-L-phenylalanyl)[(1S)-1-(4-phenyl-1H-imidazol-2-yl)ethyl]amino}methyl)-2-methoxybenzoic acid | Eluxadoline",QFNHIDANIVGXPE-FNZWTVRRSA-N,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O
DB09273,,Doxofylline,69975-86-6,MPM23GMO7Z,doxofilina | Doxofylline | Doxophylline,HWXIGFIVGWUZAO-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
DB09274,,Artesunate,88495-63-0,60W3249T9M,"Artesunate | Artesunato | Artesunatum | Artesunic acid | AS | butanedioic acid, 1-[(3R,5aS,6R,8aS,9R,10S,12R,12aR)-decahydro-3,6,9-trimethyl-3,12-epoxy-12H-pyrano[4,3-j]-1,2-benzodioxepin-10-yl] ester | dihydroqinghasu hemsuccinate | Succinyl dihydroartemisinin",FIHJKUPKCHIPAT-AHIGJZGOSA-N,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
DB09275,DBSALT001961,Bismuth subcitrate potassium,880149-29-1,BQE6KE1T4H,Bismuth subcitrate potassium | Bismuth subcitrate potassium anhydrous,YDDTTXDPCSCLKY-UHFFFAOYSA-H,O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].[Bi+3].[K+].[K+].[K+].[K+].[K+]
DB09276,,Sodium aurothiomalate,12244-57-4,HRS6S09A0H,Aurotiomalato sodico | Gold sodium thiomalate | Natrii aurothiomalas | Sodium aurothiomalate,VXIHRIQNJCRFQX-UHFFFAOYSA-K,O=C([O-])CC(S[Au])C(=O)[O-].[Na+].[Na+]
DB09277,,Choline C 11,87591-54-6,381E0BTR5Q,11C-choline | 11C-choline chloride | Choline C 11,SGMZJAMFUVOLNK-ULWFUOSBSA-M,C[N+](C)([11CH3])CCO.[Cl-]
DB09278,DB05269,Activated charcoal,64365-11-3,2P3VWU3H10,"Activated carbon | Carbo activates | Carbo activatus | Carbo vegetabilis | Carbon | Carbón activado | Carbon, Activated | Carbon, decolorizing | carbono | Charcoal activated | Charcoal-activated | Charcoal, Activated | Charcoal,activated | Medicinal carbon | Medicinal charcoal",OKTJSMMVPCPJKN-UHFFFAOYSA-N,[C]
DB09279,,Fimasartan,247257-48-3,P58222188P,Fimasartan,AMEROGPZOLAFBN-UHFFFAOYSA-N,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB09280,,Lumacaftor,936727-05-8,EGP8L81APK,"3-(6-{[1-(2,2-difluoro-2H-1,3-benzodioxol-5-yl)cyclopropane-1-carbonyl]amino}-3-methylpyridin-2-yl)benzoic acid | Lumacaftor",UFSKUSARDNFIRC-UHFFFAOYSA-N,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
DB09281,,Magnesium trisilicate,14987-04-3,FML8G1U0Y3,Magnesio trisilicato | Magnesium trisilicate,GXGAKHNRMVGRPK-UHFFFAOYSA-N,O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2]
DB09282,,Molsidomine,25717-80-0,D46583G77X,Molsidomina | Molsidomine | Molsidominum,XLFWDASMENKTKL-UHFFFAOYSA-N,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
DB09283,,Trapidil,15421-84-8,EYG5Y6355E,Trapidil,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CCN(CC)c1cc(C)nc2ncnn12
DB09284,,Imolamine,318-23-0,K5F4RU5VQJ,"3-Phenyl-4-diethylaminoethyl-5-imino-1,2,4-oxadiazol | Imolamina | Imolamine | Imolaminum",MGSPDRWOUCPKNZ-UHFFFAOYSA-N,CCN(CC)CCn1c(-c2ccccc2)noc1=N
DB09285,,Morniflumate,65847-85-0,R133MWH7X1,Morniflumate | Morniflumato,LDXSPUSKBDTEKA-UHFFFAOYSA-N,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1
DB09286,,Pipamperone,1893-33-0,5402501F0W,Carpiperone | Floropipamide | Fluoropipamide | Pipamperona | Pipamperone,AXKPFOAXAHJUAG-UHFFFAOYSA-N,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
DB09288,,Propacetamol,66532-85-2,5CHW4JMR82,Propacetamol,QTGAJCQTLIRCFL-UHFFFAOYSA-N,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1
DB09289,,Tianeptine,72797-41-2,0T493YFU8O,Tianeptina | Tianeptine,JICJBGPOMZQUBB-UHFFFAOYSA-N,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O
DB09290,,Ramosetron,132036-88-5,7ZRO0SC54Y,Ramosetron,NTHPAPBPFQJABD-LLVKDONJSA-N,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21
DB09291,,Rolapitant,552292-08-7,NLE429IZUC,Rolapitant,FIVSJYGQAIEMOC-ZGNKEGEESA-N,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB09292,,Sacubitril,149709-62-6,17ERJ0MKGI,Sacubitril | Sacubitrilo,PYNXFZCZUAOOQC-UTKZUKDTSA-N,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
DB09293,DB12217,Iodide I-131,14914-30-8,4GC1FOQ22U,"131 I | 131-I | 131I | Iodide I-131 | Iodide I-131 ion | Iodide ion I 131 | Iodide ion, I-131 | Iodide-131 | iodine I-131 | Radioiodine",XMBWDFGMSWQBCA-RNFDNDRNSA-M,[131I-]
DB09295,,Talniflumate,66898-62-2,JFK78S0U9S,Talniflumate | Talniflumato | Talniflumatum,ANMLJLFWUCQGKZ-UHFFFAOYSA-N,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
DB09296,,Ombitasvir,1258226-87-7,2302768XJ8,"dimethyl ([(2S,5S)-1-(4-tert-butylphenyl)pyrrolidine-2,5-diyl]bis{(4,1-phenylene)carbamoyl(2S)pyrrolidine-2,1-diyl[(2S)-3-methyl-1-oxobutane-1,2-diyl]})biscarbamate | Ombitasvir",PIDFDZJZLOTZTM-KHVQSSSXSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C
DB09297,,Paritaprevir,1216941-48-8,OU2YM37K86,"(2R,6S,12Z,13aR,14aR,16aS)-N-(cyclopropanesulfonyl)-6-[(5-methylpyrazine-2-carbonyl)amino]-5,16-dioxo-2-[(phenanthridin-6-yl)oxy]-1,2,3,6,7,8,9,10,11,13a,14,15,16,16a-tetradecahydrocyclopropa[e]pyrrolo[1,2-a][1,4]diazacyclopentadecine-14a(5H)-carboxamide | Paritaprevir | Veruprevir",UAUIUKWPKRJZJV-QPLHLKROSA-N,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1
DB09298,,Silibinin,22888-70-6,33X338MNE4,Silibinin | Silibinin A | Silibinina | Silibinine | Silibininum | Silybin | Silybin A | Silybin A (constituent of milk thistle) | Silymarin I,SEBFKMXJBCUCAI-HKTJVKLFSA-N,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O
DB09299,,Tenofovir alafenamide,379270-37-8,EL9943AG5J,Tenofovir alafenamide,LDEKQSIMHVQZJK-CAQYMETFSA-N,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
DB09300,DB11535,Butylscopolamine,7182-53-8,2Z3E1OF81V,butilescopolamina | Butylscopolamine | N-butylscopolammonium | N-butylscopolammonium cation | N-butylscopolammonium ion,YBCNXCRZPWQOBR-WVHCHWADSA-N,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
DB09304,,Setiptiline,57262-94-9,7L38105Z6E,Setiptilina | Setiptiline | Setiptilinum,GVPIXRLYKVFFMK-UHFFFAOYSA-N,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12
DB09305,,Aptazapine,71576-40-4,240J927J1R,Aptazapine,MNHDDERDSNZCCK-UHFFFAOYSA-N,CN1CCN2c3ccccc3Cn3cccc3C2C1
