Canonical_SMILES,Is_Starter,source_DataBase
CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](CO)O[C@H]1n1c(C)nc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](CO)O[C@H]1n1cnc2c(N)nc(C)nc21,False,AdenosineOnly_gen3
N#CCC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)O[C@@]1(C#N)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
C[C@]1(OC(O)C#N)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(O)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@]1(O)C#N,False,AdenosineOnly_gen3
C[C@]1(O)[C@H](OC(O)C#N)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]1(C#N)CO,False,AdenosineOnly_gen3
C[C@@]1(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(O)C#N,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@@](C#N)(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
C[C@]1(n2cnc3c(N)ncnc32)O[C@H](CO)[C@@H](OC(O)C#N)[C@H]1O,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(O)C#N,False,AdenosineOnly_gen3
CC(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(O)C#N,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H](n2c(C#N)nc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](OC(O)C#N)[C@H]1O,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(C#N)nc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](OC(O)C#N)[C@H]3O)c2n1,False,AdenosineOnly_gen3
N#CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C=O,False,AdenosineOnly_gen3
COC(C)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(=O)OC(C)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(Cl)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
N#CC(O)(CO)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)(O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO)C(N)=O,False,AdenosineOnly_gen3
CC(O)(C=NO)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(C)(O)C#N,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(=O)O,False,AdenosineOnly_gen3
N#CCC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
N#CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@@]1(C#N)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@]1(O)C#N,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@]1(C)O,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]1(C#N)CO,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]1(C)CO,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@@](C#N)(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(O)C#N,False,AdenosineOnly_gen3
CC(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(C)(O)C#N,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2c(C#N)nc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](OC(C)(O)C#N)[C@H]1O,False,AdenosineOnly_gen3
CC(O)(C#N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(C#N)nc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](OC(C)(O)C#N)[C@H]3O)c2n1,False,AdenosineOnly_gen3
C[C@]1(OCN)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
C[C@]1(O)[C@H](OCN)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
C[C@@]1(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OCN,False,AdenosineOnly_gen3
C[C@]1(n2cnc3c(N)ncnc32)O[C@H](CO)[C@@H](OCN)[C@H]1O,False,AdenosineOnly_gen3
CC(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OCN,False,AdenosineOnly_gen3
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](OCN)[C@H]1O,False,AdenosineOnly_gen3
Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](OCN)[C@H]3O)c2n1,False,AdenosineOnly_gen3
CC1Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O,False,AdenosineOnly_gen3
CNC(C)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(C)(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(=O)NC(C)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(N)(O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO)C(=O)O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(N)CC(=O)O)[C@H]1O,False,AdenosineOnly_gen3
CC(NC(N)=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(N)(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(N)CO)[C@H]1O,False,AdenosineOnly_gen3
CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,False,AdenosineOnly_gen3
CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(=O)O,False,AdenosineOnly_gen3
CC(N)O[C@@H]1[C@H](OC(C)N)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(N)NC(C)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
NCO[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(N)O[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(N)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@]1(C)O,False,AdenosineOnly_gen3
CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]1(C)CO,False,AdenosineOnly_gen3
CC(N)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(N)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(C)O,False,AdenosineOnly_gen3
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](OC(C)N)[C@H]1O,False,AdenosineOnly_gen3
Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](OC(C)N)[C@H]3O)c2n1,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@](CO)(OC=O)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC=O)[C@@]1(O)CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1OC(CO)(CO)[C@@H](OC=O)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1nc(CO)n2[C@@H]1O[C@H](CO)[C@@H](OC=O)[C@H]1O,False,AdenosineOnly_gen3
Nc1nc(CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC=O)[C@H]1O,False,AdenosineOnly_gen3
OCC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OC(O)C(O)O[C@H]21,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@]2(OCC(O)O2)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OC(O)CO[C@]21O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@]2(CO)OCC(O)O[C@H]2[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@]12OCC(O)O[C@@H]([C@H]1O)[C@@H](CO)O2,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2C(O)OCC(O)O[C@H]2[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1nc1n2[C@@H]2O[C@H](CO)[C@@H](OC(O)CO1)[C@H]2O,False,AdenosineOnly_gen3
Nc1nc2nc3c1ncn3[C@@H]1O[C@H](CO)[C@@H](OC(O)CO2)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(=O)C=O)[C@H]1O,False,AdenosineOnly_gen3
COCC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(=O)CCl)[C@H]1O,False,AdenosineOnly_gen3
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(=O)CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](C(=O)CO)[C@H]1O,False,AdenosineOnly_gen3
COC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O1)[C@H]2O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OC(O)OCO[C@H]21,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COCOC(O)O[C@H]2[C@H]1O,False,AdenosineOnly_gen3
COC(O)O[C@]12O[C@H]1[C@H](n1cnc3c(N)ncnc31)O[C@@H]2CO,False,AdenosineOnly_gen3
COC(O)O[C@@]12OC[C@H]1O[C@@H](n1cnc3c(N)ncnc31)[C@@H]2O,False,AdenosineOnly_gen3
COC(O)O[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(N)ncnc31)O2,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]12CO2,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@H]2O[C@]2(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@@H](O)[C@]2(n3cnc4c(N)ncnc43)OC[C@H]1O2,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@H]2OC(O)[C@H]1O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@H]2Oc3nc4c(N)ncnc4n3[C@@H]2O[C@@H]1CO,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1COc1nc3c(N)ncnc3n12,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@H]2Oc3nc(N)c4ncn(c4n3)[C@@H]2O[C@@H]1CO,False,AdenosineOnly_gen3
COC(O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1COc1nc(N)c3ncn2c3n1,False,AdenosineOnly_gen3
COCO[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
COC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@](CO)(OCO)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OCO)[C@@]1(O)CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1OC(CO)(CO)[C@@H](OCO)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1nc(CO)n2[C@@H]1O[C@H](CO)[C@@H](OCO)[C@H]1O,False,AdenosineOnly_gen3
Nc1nc(CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OCO)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OCC=O)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C=O)[C@@H](OCCO)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(O)C=O)[C@H]1O,False,AdenosineOnly_gen3
COCC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
COC(CO)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)(CO)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(O)CCl)[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OC(Cl)CO)[C@H]1O,False,AdenosineOnly_gen3
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(O)CO,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@H]2OC[C@H]1O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(=O)CC(=O)O,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C,False,AdenosineOnly_gen3
CC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(C)=O,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)OC1(C)C,False,AdenosineOnly_gen3
CC(=O)O[C@@]1(C)[C@@H](C)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(=O)O[C@@H]1[C@@H](C)O[C@@H](n2cnc3c(N)ncnc32)[C@@]1(C)O,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(N)ncnc32)O[C@@H]1C,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H](n2c(C)nc3c(N)ncnc32)O[C@@H]1C,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(C)nc32)O[C@@H]1C,False,AdenosineOnly_gen3
CC(=O)[C@@]1(CO)CO[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1OC[C@@H](C(=O)CCO)[C@H]1O,False,AdenosineOnly_gen3
CC(=O)[C@@H]1CO[C@@H](n2cnc3c(N)ncnc32)[C@]1(O)CO,False,AdenosineOnly_gen3
CC(=O)[C@@H]1CO[C@@H](n2c(CO)nc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(=O)[C@@H]1CO[C@@H](n2cnc3c(N)nc(CO)nc32)[C@@H]1O,False,AdenosineOnly_gen3
C[C@]1(C=O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
C[C@]1(O)[C@H](C=O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(=O)[C@]1(O)C[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
C[C@@]1(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1C=O,False,AdenosineOnly_gen3
CC(=O)[C@]1(CO)C[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O1,False,AdenosineOnly_gen3
C[C@]1(n2cnc3c(N)ncnc32)O[C@H](CO)[C@@H](C=O)[C@H]1O,False,AdenosineOnly_gen3
CC(=O)[C@]1(n2cnc3c(N)ncnc32)O[C@H](CO)C[C@H]1O,False,AdenosineOnly_gen3
CC(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1C=O,False,AdenosineOnly_gen3
CC(=O)C(O)[C@@H]1C[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O1,False,AdenosineOnly_gen3
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](C=O)[C@H]1O,False,AdenosineOnly_gen3
CC(=O)c1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)C[C@H]1O,False,AdenosineOnly_gen3
Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](C=O)[C@H]3O)c2n1,False,AdenosineOnly_gen3
CC(=O)c1nc(N)c2ncn([C@@H]3O[C@H](CO)C[C@H]3O)c2n1,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](CC=O)[C@H]1O,False,AdenosineOnly_gen3
CC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H]1[C@H]2O,False,AdenosineOnly_gen3
CC(O)[C@]12O[C@H]1[C@H](n1cnc3c(N)ncnc31)O[C@@H]2CO,False,AdenosineOnly_gen3
CC(O)[C@@]12OC[C@H]1O[C@@H](n1cnc3c(N)ncnc31)[C@@H]2O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2C(O)CO[C@H]21,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COCC(O)[C@H]2[C@H]1O,False,AdenosineOnly_gen3
CC(O)[C@@H]1[C@H]2CO[C@@]1(O)[C@H](n1cnc3c(N)ncnc31)O2,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@H]2O[C@@]1(CO)O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]12CO2,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@H]2O[C@]2(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@@H](O)[C@]2(n3cnc4c(N)ncnc43)OC[C@H]1O2,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@H]2OC(O)[C@H]1O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@H]2Oc3nc4c(N)ncnc4n3[C@@H]2O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@@H](O)[C@H]2O[C@@H]1COc1nc3c(N)ncnc3n12,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@H]2Oc3nc(N)c4ncn(c4n3)[C@@H]2O[C@@H]1CO,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@@H](O)[C@H]2O[C@@H]1COc1nc(N)c3ncn2c3n1,False,AdenosineOnly_gen3
CC(O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](C(=O)CC(=O)O)[C@H]1O,False,AdenosineOnly_gen3
CC(O)(C#N)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(N)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
COC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](C(O)CO)[C@H]1O,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(=O)O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](C=O)[C@H]1O,False,AdenosineOnly_gen3
CC(=O)[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(=O)[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@]1(C)O,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]1(C)CO,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(C)O,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@H](n2c(C)nc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(=O)[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(C)nc32)O[C@@H]1CO,False,AdenosineOnly_gen3
CC(=O)O[C@@H]1CO[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(O)=Nc1ncnc3c1ncn32,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@]12OC2O,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@]12OC2=O,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@H]2O[C@@]1(C(O)O)O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly_gen3
CC(=O)O[C@@]12OC(O)[C@H]1O[C@@H](n1cnc3c(N)ncnc31)[C@@H]2O,False,AdenosineOnly_gen3
CC(O)O[C@@]12OC(=O)[C@H]1O[C@@H](n1cnc3c(N)ncnc31)[C@@H]2O,False,AdenosineOnly_gen3
CC(=O)O[C@]12O[C@H]1[C@H](n1cnc3c(N)ncnc31)O[C@@H]2C(O)O,False,AdenosineOnly_gen3
CC(=O)O[C@@H]1[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@]1(O)OC2O,False,AdenosineOnly_gen3
CC(O)O[C@@H]1[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@]1(O)OC2=O,False,AdenosineOnly_gen3
CC(=O)O[C@@H]1[C@@H]2O[C@@](n3cnc4c(N)ncnc43)(OC2O)[C@@H]1O,False,AdenosineOnly_gen3
CC(O)O[C@@H]1[C@@H]2O[C@@](n3cnc4c(N)ncnc43)(OC2=O)[C@@H]1O,False,AdenosineOnly_gen3
CC(=O)O[C@@H]1[C@@H](C(O)O)O[C@@]2(n3cnc4c(N)ncnc43)O[C@H]12,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2C(O)OCC(=O)O[C@H]2[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2C(=O)OCC(O)O[C@H]2[C@H]1O,False,AdenosineOnly_gen3
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)O)[C@H]2OC(=O)CO[C@H]21,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(O)Oc1nc3c(N)ncnc3n12,False,AdenosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(=O)Oc1nc3c(N)ncnc3n12,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@H]2Oc3nc4c(N)ncnc4n3[C@@H]2O[C@@H]1C(O)O,False,AdenosineOnly_gen3
CC(=O)O[C@H]1[C@@H](O)[C@H]2O[C@@H]1C(O)Oc1nc(N)c3ncn2c3n1,False,AdenosineOnly_gen3
