SMILES
Nc1ccc(Nc2ccc(O)cc2)cc1
O=C1C=CC(=CC=CC=C2C=CC(=O)O2)O1
O=C1C=CC(=CC=Cc2ccccc2)O1
O=C1C=CC(=Cc2ccc([N+](=O)[O-])cc2)O1
O=Cc1ccc(C=C2C=CC(=O)O2)cc1
O=C1OC(=CC=Cc2ccccc2)C=C1O
O=CC(=C1C=CC(=O)O1)c1ccccc1
O=Cc1cccc(C=C2C=CC(=O)O2)c1
Nc1ccc(C(C=O)=C2C=CC(=O)O2)cc1
O=C1C=CC(=CC(=O)c2ccccc2)O1
Nc1ccc(C(=O)C=C2C=CC(=O)O2)cc1
Nc1ccc(C=C2C=CC(=O)O2)c(C=O)c1
C=CCC1=CC(=CC=Cc2ccccc2)OC1=O
O=CCc1ccc([N+](=O)[O-])c(C=CC(=O)O)c1
Nc1ccc(C=C2C=CC(=O)O2)cc1
Nc1ccc(C=C2C=CC(=O)O2)cc1C=O
O=COC1=CC(=Cc2ccccc2)OC1=O
NC(=O)c1ccc(C=C2C=CC(=O)O2)cc1
O=Cc1ccccc1C=C1C=CC(=O)O1
O=CCc1cccc(C=C(O)C(=O)O)c1
