starter_idx,starter_smiles,status,num_molecules,num_targets,time_seconds,error
2405,Nc1c(C(=O)NC(CC(=O)O)C(=O)O)ncn1[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,success,4008,3990,3931.91,
2406,Cn1c(N)nc2c(ncn2C[C@@H]2O[C@H](CO)C(O)[C@@H]2O)c1=O,success,374,355,342.67,
2407,Cn1c[n+]([C@@H]2O[C@H](CO)C(O)[C@@H]2O)c2c1C(=O)NC(N)N2,success,430,411,349.75,
2408,CC1NC(=O)c2ncn([C@@H]3O[C@H](CO)[C@H](O)C3(C)O)c2N1,success,299,280,338.65,
2409,Cn1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)[C@@H]2O)c2c1C(=O)NC(N)N2,success,59,43,54.21,
2410,CCCC[Si](C)(C)n1c(N)nc2c(ncn2[C@@H]2O[C@H](CO)C(O)C2O)c1=O,success,42,26,40.56,
2411,NC1NC(=O)c2ncn([C@@H]3O[C@H](CO)C(O)[C@@H]3O)c2N1,success,371,352,282.47,
2412,CC(O)C1OC(n2cnc3c(=O)n(C)c(N)nc32)CC1O,success,1000,978,705.66,
2413,CC1(O)C(O)C(CO)OC1n1cnc(C(N)=O)c1N,success,1027,1008,863.33,
2414,O=C1NCNc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,success,100,82,150.87,
2415,Cn1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)C2O)c2c1C(=O)NC(N)N2,success,59,43,84.5,
2416,Cn1c[n+]([C@@H]2O[C@H](CO)[C@H](O)C2O)c2c1C(=O)NC(N)N2,failed,431,412,346.82,min() arg is an empty sequence
2417,CC(O)C1CCC(n2cnc3c(=O)n(C)c(N)nc32)O1,success,774,752,537.08,
2418,NC1NC(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2N1,success,117,99,206.16,
2419,O=C1NCNc2c1ncn2[C@@H]1O[C@H](CO)C(O)[C@@H]1O,success,287,268,261.18,
2420,Cn1c(N)nc2c(ncn2[C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c1=O,success,380,361,389.58,
2421,Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c1=O,success,313,294,354.78,
2422,CNc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1C,success,408,389,341.6,
2423,CCCC(N)C(=O)NC1C(O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21,success,3309,3289,7065.65,
2424,CCCC(N)C(=O)NC1C(O)[C@H](n2cnc3c(=O)[nH]c(=O)[nH]c32)O[C@@H]1CO,success,3309,3289,7239.49,
2425,CCCC(N)C(=O)NC1[C@@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(=O)[nH]c21,success,3224,3204,6940.33,
2426,Cc1[nH]c2nc3c(ncn3[C@@H]3O[C@H](CO)[C@H](O)C3O)c(=O)n2c1C,success,156,138,183.94,
2427,CO[C@H]1C(O)[C@@H](CO)O[C@H]1n1cnc2c(=O)n(C)c(N)nc21,success,326,307,304.76,
2428,Cc1[nH]c2nc3c(ncn3[C@@H]3O[C@H](CO)C(O)[C@@H]3O)c(=O)n2c1C,success,156,138,184.6,
2429,Cc1[nH]c2nc3c(ncn3[C@@H]3O[C@H](CO)[C@H](O)[C@@H]3O)c(=O)n2c1C,success,155,137,233.81,
2430,Cc1[nH]c2nc3c(ncn3C3OC(CO)C(O)C3O)c(=O)n2c1C,success,157,139,181.66,
2431,Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)C(O)[C@@H]2O)c1=O,success,314,295,253.69,
2432,Nc1nc[nH]c1C(=O)N[C@@H]1O[C@H](CO)C(O)[C@@H]1O,success,1251,1232,1126.52,
2433,COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)n(C)c(N)nc32)[C@@H](O)C1O,success,73,55,93.48,
2434,COCC1OC(n2cnc3c(=O)n(C)c(N)nc32)CC1OC,success,211,192,202.58,
2435,Cn1c(N)nc2c(nc(Br)n2[C@H]2CC(O)[C@@H](CO)O2)c1=O,success,300,281,289.61,
2436,Nc1nc(=O)c2ncn(C3OC(CO)C(O)C3O)c2n1OP(=O)(O)O,success,86,70,115.18,
2437,NCC1OC(n2cnc3c2NC(N)NC3=O)C(O)C1O,success,234,215,218.6,
2438,Cn1c(N)nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)c1=O,success,58,42,90.56,
2439,C#C[C@@]1(N)NC(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2N1,success,355,336,332.15,
2440,CN(C)S1=Nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,success,301,282,304.33,
2441,CCC(C)(O)P(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)n(C)c(N)nc32)[C@H](O)[C@@H]1O,success,585,566,791.25,
2442,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1O,success,308,289,270.87,
2443,C#C[C@]1(N)NC(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2N1,success,355,336,292.15,
2444,CCCCn1c(N)nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O,success,1433,1412,1089.66,
2445,NC(=O)c1ncn(C2(O)O[C@H](CO)[C@@H](O)[C@H]2O)c1N,success,1135,1116,846.52,
2446,CC(C)CNc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1C,success,562,543,606.54,
2447,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1CCC(=O)O,success,4676,4657,10069.47,
2448,O=c1[nH]cnc2c1nc(I)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,282,263,292.0,
2449,O=c1[nH]cnc2c1nc(Cl)n2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,success,114,96,213.86,
2450,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)C[C@H]2O)c(=O)[nH]1,success,1686,1663,2259.58,
2451,NOC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,success,209,189,212.75,
2452,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)NP(=O)(O)O)C(O)C2O)c(=O)[nH]1,success,84,68,111.97,
2453,COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,failed,231,212,252.99,min() arg is an empty sequence
2454,Nc1nc2c(ncn2C2OC(CO)C3OP(=O)(O)OC32)c(=O)[nH]1,success,200,181,276.49,
2455,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(OP(=O)(O)O)OP(=O)(O)O)[C@@H](O)[C@H]1O,success,42,26,40.7,
2456,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](S)[C@H]2O)c(=O)[nH]1,success,288,269,266.19,
2457,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)C[C@@H]1OC(C)=O,success,1805,1782,2544.28,
2458,C[C@]1(CO)O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,success,310,291,285.63,
2459,Nc1nc2c(ncn2[C@H]2CO[C@@H](CO)[C@H](O)C2)c(=O)[nH]1,success,314,295,296.98,
2460,[2H][C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O,success,343,324,431.78,
2461,N#CCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,success,1116,1096,1076.27,
2462,C[C@@H]1C[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,success,216,197,184.25,
2463,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,1763,1740,2083.14,
2464,CC(=O)OC[C@@H]1C[C@@H](OC(C)=O)[C@H](n2cnc3c(=O)[nH]cnc32)O1,success,1805,1782,2304.89,
2465,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1.[Na].[Na].[Na],success,42,26,57.71,
2466,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+],success,42,26,59.16,
2467,CC[NH+](CC)CC.CC[NH+](CC)CC.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,45.22,
2468,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP([O-])([O-])=S)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Na+].[Na+].[Na+].[Na+],success,42,26,48.31,
2469,O=c1[nH]nnc2c1ncn2C1CC(O)C(CO)O1,success,215,196,192.12,
2470,O=c1[nH]cnc2c1ncn2[C@@H]1CO[C@H](CO)C1,success,134,115,133.82,
2471,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@H](CO)O1,success,134,115,142.17,
2472,O=c1[nH]nnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,261,242,230.72,
2473,O=c1[nH]cnc2c1nc(NO)n2C1OC(CO)C(O)C1O,success,335,316,295.3,
2474,CCCNc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,success,1900,1877,2034.23,
2475,Nc1nc2c(ncn2[C@H]2O[C@@H](COP(=O)(O)OP(O)(O)=S)[C@H](O)[C@@H]2O)c(=O)[nH]1,success,103,87,173.12,
2476,O=c1[nH]cnc2c1nc(Br)n2[C@H]1CC[C@@H](CO)O1,success,123,104,129.99,
2477,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NCC(C)C)nc21,success,599,579,641.3,
2478,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P+](=O)[S-])O2)c(=O)[nH]1,success,196,177,237.31,
2479,C#CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,success,688,669,665.93,
2480,Nc1nc2c(ncn2[C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,success,287,268,283.03,
2481,O=c1[nH]cnc2c1nc(N1CCOCC1)n2[C@@H]1O[C@H](CO)C(O)C1O,success,115,97,146.42,
2482,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,42,26,52.55,
2483,NC(N)=NCCCC(N)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,49.1,
2484,Nc1nc2c(ncn2C2OC(COP(=O)([O-])O)C(O)C2O)c(=O)[nH]1,success,196,178,288.63,
2485,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Ca],success,42,26,53.66,
2486,CCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,success,1539,1516,1499.35,
2487,[N-]=[N+]=NC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O,success,65,49,59.05,
2488,CC(=O)Cc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,3807,3785,3549.13,
2489,CC(C)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,1092,1071,1090.95,
2490,CC(C)CNc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,1202,1182,1230.25,
2491,O=c1[nH]c([N+](=O)[O-])nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,217,198,216.63,
2492,CCCNc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,1751,1728,1815.14,
2493,CC(C)C(=O)Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CON)O2)c(=O)[nH]1,success,1764,1742,2631.84,
2494,CCCCNc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,success,1816,1795,1742.18,
2495,CC1CC(O)n2c(nc3c(ncn3[C@H]3C[C@H](O)[C@@H](CO)O3)c2=O)N1,success,265,247,260.45,
2496,CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,success,90,73,60.01,
2497,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)C2O)c(=O)[nH]1,success,362,343,305.25,
2498,CCCCCCCCCCCCCCCCCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,success,42,26,33.23,
2499,Nc1nc2c(ncn2[C@@H]2OC(CO)(CO)C[C@H]2O)c(=O)[nH]1,success,387,368,374.07,
2500,NC(N)=NCCC[C@H](N)C(=O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,74.23,
2501,CCN(CC)c1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,777,756,843.78,
2502,Nc1nc2c(ncn2[C@H]2C[C@H](OP(O)(=S)S)[C@@H](CO)O2)c(=O)[nH]1,success,205,186,257.0,
2503,Nc1nc2c(ncn2C2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,361,342,312.85,
2504,CC(C)[Si]1(C(C)C)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]2O[Si](C(C)C)(C(C)C)O1,success,42,26,44.12,
2505,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)C[C@H]2OP(=O)(O)O)c(=O)[nH]1,success,203,184,242.53,
2506,CC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,3117,3094,5503.61,
2507,Nc1nc2c(c(=O)[nH]1)n(CCO)c[n+]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,1455,1434,1101.19,
2508,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,success,1497,1474,1281.1,
2509,C[C@@]12OC(=O)O[C@@H]1[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]cnc21,failed,141,122,187.04,min() arg is an empty sequence
2510,CCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(NC(=O)C(C)C)nc21,success,364,342,182.67,
2511,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H](O)C1O,success,120,102,183.45,
2512,O=c1[nH]nnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,failed,261,242,285.19,min() arg is an empty sequence
2513,Nc1nc2c(ncn2[C@@H]2O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,85,67,92.64,
2514,CC(C)C(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2OC(=O)C(C)C)c(=O)[nH]1,success,390,371,283.87,
2515,Nc1nc2c(nc(C3CC3)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,318,299,483.15,
2516,Nc1nc2c(ncn2CC2OC(P(=O)(O)O)C(O)C2O)c(=O)[nH]1,success,166,147,147.11,
2517,CCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O,success,693,672,475.66,
2518,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[H+].[Na+].[Na+].[Na+],success,42,26,53.32,
2519,[N-]=[N+]=Nc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,31.44,
2520,CSc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,332,313,324.46,
2521,Nc1nc2c(ncn2C2CC(O)C(COP(O)(O)=S)O2)c(=O)[nH]1,success,221,202,341.27,
2522,CC(C)C(=O)Nc1nc2c(ncn2[C@H]2C[C@@H](O)[C@@H](CO)O2)c(=O)[nH]1,success,2423,2401,3518.29,
2523,COC1(C)OC2C(CO)OC(n3cnc4c(=O)[nH]cnc43)C2O1,success,239,220,218.33,
2524,NC(=O)c1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,729,710,611.13,
2525,C=Cc1nc2c(ncn2[C@@H]2O[C@H](CO)C[C@H]2O)c(=O)[nH]1,success,288,269,231.45,
2526,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O,success,300,281,246.35,
2527,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2N)c(=O)[nH]1,success,353,334,285.23,
2528,[N-]=[N+]=N[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]cnc21,success,42,26,51.7,
2529,CC1(C)OC2C(O1)[C@@H](CO)O[C@H]2n1cnc2c(=O)[nH]cnc21,success,154,135,198.59,
2530,CC(C)CNc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,success,1374,1354,1222.37,
2531,CC(=O)OC1CC(n2cnc3c(=O)[nH]cnc32)C(O)C1O,success,1650,1627,1459.67,
2532,O=c1[nH]cnc2c1ncn2C1CC(O)C(O)C1O,failed,278,259,222.99,min() arg is an empty sequence
2533,Nc1nc2c(ncn2C2CC(O)C(O)C2O)c(=O)[nH]1,success,353,334,307.19,
2534,CCCCNc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,1004,983,1599.62,
2535,CCCC(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,386,366,248.29,
2536,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])O)O2)c(=O)[nH]1.O.[Na+],success,42,26,49.75,
2537,O=c1[nH]cnc2c1ncn2[C@@H]1OC(COP(=O)([O-])[O-])C(O)C1O.[Na+].[Na+],success,42,26,52.18,
2538,Nc1nc2c(nc(Br)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,success,338,319,384.05,
2539,Cl.Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,success,42,26,39.15,
2540,O=c1[nH]cnc2c1ncn2C1OC(CO)CC1O,success,236,217,203.6,
2541,CC1(CO)OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O,success,363,344,360.0,
2542,CC(C)C(=O)Nc1nc2c(ncn2[C@@H]2C[C@H](O)[C@H](CO)O2)c(=O)[nH]1,success,2423,2401,3261.42,
2543,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O,success,42,26,39.57,
2544,Nc1nc2c(ncn2C2OC(CO)C(O[P+](=O)O)C2O)c(=O)[nH]1,success,276,257,287.91,
2545,NCCC(=O)NC1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21,success,555,535,276.19,
2546,C=CCOc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,failed,988,968,799.39,min() arg is an empty sequence
2547,Cn1c[n+]([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,success,418,399,376.33,
2548,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(N)O)c(=O)[nH]1,success,410,391,378.0,
2549,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)C2O)c(=O)[nH]1,success,57,41,86.84,
2550,Nc1nc2c(ncn2C2OC3(CO)COC2C3O)c(=O)[nH]1,success,289,270,273.55,
2551,COCCOC1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21,success,1067,1048,805.88,
2552,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]cnc21,success,2405,2382,3477.04,
2553,CSc1nc2c(=O)[nH]cnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,failed,332,313,443.19,min() arg is an empty sequence
2554,CSCOC1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21,success,426,407,374.39,
2555,NO[C@H]1C[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO,success,192,173,180.45,
2556,Nc1nc2c(ncn2[C@@H]2OC(COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,success,73,57,66.39,
2557,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)C(N)[C@H]2O)c(=O)[nH]1,success,356,337,280.32,
2558,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,success,42,26,54.08,
2559,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1.O=P(O)(O)O,success,42,26,51.48,
2560,CSC(O)[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,success,318,299,339.1,
2561,NC1[C@H](n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@H]1O,success,316,297,304.99,
2562,NC1[C@H](n2cnc3c(=O)[nH]c(Cl)nc32)O[C@H](CO)[C@H]1O,success,289,270,288.34,
2563,O=P(O)(O)OP(=O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,51.64,
2564,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@H]2O)c(=O)[nH]1,success,263,244,245.99,
2565,CC1(O)C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21,success,367,348,335.3,
2566,O=c1[nH]c(Cl)nc2c1ncn2C1CC(O)C(CO)O1,success,214,195,189.5,
2567,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(Br)nc2c(=O)[nH]c(N)nc21,success,300,281,266.54,
2568,[N-]=[N+]=NC1(CO)OC(n2cnc3c(=O)[nH]c(N)nc32)CC1O,success,42,26,33.49,
2569,CC(C)C(=O)Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CN)O2)c(=O)[nH]1,success,1411,1390,1866.46,
2570,Nc1nc2c(ncn2C2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1.O=P(O)(O)O,success,42,26,33.36,
2571,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,success,42,26,68.1,
2572,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O,success,61,45,87.76,
2573,Nc1nc2c(ncn2[C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,success,361,342,324.6,
2574,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,success,42,26,38.83,
2575,O.O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,success,42,26,40.17,
2576,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,success,42,26,56.66,
2577,O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,51.71,
2578,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)O.O=P(O)(O)O,success,42,26,39.99,
2579,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P(O)(O)OP(=O)(O)O,success,42,26,54.66,
2580,CS[C@@]1(n2cnc3c(=O)[nH]cnc32)O[C@H](CO)[C@@H](O)[C@H]1O,success,313,294,409.0,
2581,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])O)O1,success,176,157,261.38,
2582,C=CCOc1nc2c(=O)[nH]c(N)nc2n1C1OC(CO)C(O)C1O,success,1002,982,951.38,
2583,CC1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(N)nc21,failed,334,315,261.31,min() arg is an empty sequence
2584,CCCc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,success,1937,1915,1285.52,
2585,O=c1[nH]cnc2c1ncn2[C@H]1C[C@@H](O)[C@H](CO)O1,success,234,215,211.77,
2586,Cn1c[n+]([C@@H]2O[C@H](CO)C[C@H]2O)c2nc(N)[nH]c(=O)c21,success,353,334,370.74,
2587,O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,42,26,36.01,
2588,COP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@@H](O)[C@@H]1O,success,188,170,291.9,
2589,O=c1[nH]c(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,success,282,263,298.31,
2590,Nc1nc2c(ncn2[C@H]2CC(N)[C@@H](CO)O2)c(=O)[nH]1,success,237,218,279.33,
2591,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H]3O[C@@H]32)c(=O)[nH]1,success,207,188,199.18,
2592,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1[n+]1cn(C)c2c(=O)[nH]c(N)nc21,success,358,339,330.49,
2593,C[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,success,332,313,291.14,
2594,CC(C)C(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)O)c(=O)[nH]1,success,1311,1290,1794.9,
2595,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)C(O)[C@@H]1O.[Na+].[Na+].[Na+],success,42,26,59.18,
